名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
高橋健太郎,2021-11,東レアローズ,2,17,4,5,21,63,43,1,68.3,66.7,0,0,0,18,66,1,5,21,6,2,2,62,,2.05,0.86,7.6,50.0
高橋健太郎,2021-12,東レアローズ,2,6,2,2,8,26,16,3,61.5,50.0,0,0,0,11,24,0,2,4,6,4,1,27,,2.0,1.38,2.1,75.0
高橋健太郎,2022-01,東レアローズ,2,15,10,4,24,63,32,6,50.8,41.3,0,0,0,24,58,1,5,9,11,4,3,57,,1.33,1.0,3.4,50.0
高橋健太郎,2022-02,東レアローズ,2,9,3,3,6,12,7,0,58.3,58.3,0,0,0,2,17,0,3,2,1,0,0,9,,1.17,0.33,-1.5,0.0
高橋健太郎,2022-03,東レアローズ,2,6,4,2,10,20,12,1,60.0,55.0,0,0,0,8,31,1,4,3,3,2,1,21,,1.2,0.8,2.4,83.3
高橋和幸,2022-01,ジェイテクトSTINGS,21,6,0,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋和幸,2022-02,ジェイテクトSTINGS,21,4,6,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋瑞歩,2021-10,パナソニックパンサーズ,19,3,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋結人,2021-10,サントリーサンバーズ,2,3,4,1,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
高橋結人,2021-12,サントリーサンバーズ,2,6,3,2,4,0,0,0,,,0,0,0,0,0,0,0,0,5,1,1,0,,0.0,0.0,,30.0
高橋結人,2022-01,サントリーサンバーズ,2,3,0,1,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,1,0,,0.0,0.0,,50.0
高橋結人,2022-02,サントリーサンバーズ,2,3,0,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
高橋良,2021-10,ウルフドッグス名古屋,19,16,7,5,3,17,11,1,64.7,58.8,1,1,0,0,7,0,2,1,18,4,9,11,100.0,3.67,0.0,-3.6,47.2
高橋良,2021-11,ウルフドッグス名古屋,19,7,7,2,2,5,1,0,20.0,20.0,0,0,0,0,5,1,2,0,7,4,1,2,,0.5,0.0,10.0,64.3
高橋良,2021-12,ウルフドッグス名古屋,19,6,3,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋良,2022-01,ウルフドッグス名古屋,19,5,3,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋良,2022-02,ウルフドッグス名古屋,19,3,3,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高野直哉,2021-10,堺ブレイザーズ,4,16,7,5,17,83,40,6,48.2,41.0,13,5,2,5,62,6,10,18,113,50,29,51,38.5,2.35,0.29,12.9,57.1
高野直哉,2021-11,堺ブレイザーズ,4,16,6,5,20,108,55,5,50.9,46.3,1,0,0,5,63,2,15,13,153,53,45,62,0.0,2.75,0.25,2.4,49.3
高野直哉,2021-12,堺ブレイザーズ,4,4,4,1,8,40,16,4,40.0,30.0,3,2,1,1,31,1,6,8,41,10,16,18,66.7,2.0,0.12,4.8,43.9
高野直哉,2022-01,堺ブレイザーズ,4,17,9,5,26,145,70,10,48.3,41.4,15,6,1,15,91,4,22,10,150,61,27,89,40.0,2.69,0.58,1.1,49.7
高野直哉,2022-02,堺ブレイザーズ,4,14,9,4,5,19,6,5,31.6,5.3,0,0,0,0,13,0,4,1,35,21,0,6,,1.2,0.0,-5.8,60.0
高野直哉,2022-03,堺ブレイザーズ,4,3,0,1,3,13,5,1,38.5,30.8,0,0,0,2,7,0,2,2,12,8,2,7,,1.67,0.67,0.0,75.0
鵜野幸也,2021-10,堺ブレイザーズ,23,16,7,5,7,42,19,3,45.2,38.1,8,5,0,0,23,2,4,4,38,19,7,21,62.5,2.71,0.0,8.7,59.2
鵜野幸也,2021-11,堺ブレイザーズ,23,16,6,5,4,1,0,0,0.0,0.0,0,0,0,0,4,0,1,1,3,1,0,0,,0.0,0.0,0.0,33.3
鵜野幸也,2021-12,堺ブレイザーズ,23,4,4,1,1,3,2,0,66.7,66.7,0,0,0,1,1,0,0,0,5,0,1,3,,2.0,1.0,0.0,10.0
鵜野幸也,2022-01,堺ブレイザーズ,23,17,9,5,2,5,3,1,60.0,40.0,2,2,0,0,2,0,0,1,2,1,1,3,100.0,1.5,0.0,12.5,75.0
鵜野幸也,2022-02,堺ブレイザーズ,23,14,9,4,6,32,12,0,37.5,37.5,4,1,0,0,18,0,4,2,30,15,5,12,25.0,2.0,0.0,-2.8,58.3
鵜野幸也,2022-03,堺ブレイザーズ,23,3,0,1,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
鶴田大樹,2021-10,サントリーサンバーズ,1,12,6,4,18,0,0,0,,,0,0,0,0,0,0,0,0,81,29,24,0,,0.0,0.0,,50.6
鶴田大樹,2021-11,サントリーサンバーズ,1,11,12,3,23,0,0,0,,,0,0,0,0,0,0,0,0,112,59,18,0,,0.0,0.0,,60.7
鶴田大樹,2022-01,サントリーサンバーズ,1,22,7,7,28,0,0,0,,,0,0,0,0,0,0,0,0,121,52,33,0,,0.0,0.0,,56.6
鶴田大樹,2022-02,サントリーサンバーズ,1,12,2,4,14,0,0,0,,,0,0,0,0,0,0,0,0,57,34,12,0,,0.0,0.0,,70.2
鶴田大樹,2022-03,サントリーサンバーズ,1,0,3,0,3,0,0,0,,,0,0,0,0,0,0,0,0,10,3,4,0,,0.0,0.0,,50.0
黒田彪斗,2021-10,FC東京,26,7,18,0,11,9,1,0,11.1,11.1,2,0,0,0,9,1,3,4,15,7,3,2,0.0,0.09,0.0,13.9,56.7
黒田彪斗,2021-11,FC東京,26,10,10,3,4,14,5,0,35.7,35.7,1,0,0,0,10,0,3,3,10,4,3,5,0.0,1.25,0.0,0.0,55.0
黒田彪斗,2021-12,FC東京,26,4,4,1,3,25,9,3,36.0,24.0,3,1,0,2,8,0,1,2,21,3,6,11,33.3,3.0,0.67,3.1,28.6
黒田彪斗,2022-01,FC東京,26,7,19,2,14,86,35,3,40.7,37.2,10,5,1,1,33,0,6,2,71,26,17,36,50.0,2.5,0.07,-3.0,48.6
黒田彪斗,2022-02,FC東京,26,6,2,2,3,15,4,1,26.7,20.0,1,0,0,0,14,0,0,1,13,3,5,4,0.0,1.33,0.0,1.8,42.3
黒田彪斗,2022-03,FC東京,26,0,6,0,6,46,18,3,39.1,32.6,7,3,1,0,16,0,2,3,30,18,7,18,42.9,3.0,0.0,1.6,71.7
