No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,小川貴大,2,,□,□,,,2,2,0,100.0,1.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,501,2019-11-02,2019,11,02,北海道,旭川市リアルター夢りんご体育館,警視庁フォートファイターズ,長野GaRons,井上人哉,平林康裕,3,1,4,Win,94,82,92,11:00,12:41,678,大江憲一,小瀧健二,坂本雅春,佐藤真理,Home
2,,伊藤裕之介,4,■,■,■,■,,1,0,0,0.0,-,0,0,0,-,0,-,19,2,0,4,15.8,0,0.0,0.0,-,501,2019-11-02,2019,11,02,北海道,旭川市リアルター夢りんご体育館,警視庁フォートファイターズ,長野GaRons,井上人哉,平林康裕,3,1,4,Win,94,82,92,11:00,12:41,678,大江憲一,小瀧健二,坂本雅春,佐藤真理,Home
3,,水野貴文,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2019-11-02,2019,11,02,北海道,旭川市リアルター夢りんご体育館,警視庁フォートファイターズ,長野GaRons,井上人哉,平林康裕,3,1,4,Win,94,82,92,11:00,12:41,678,大江憲一,小瀧健二,坂本雅春,佐藤真理,Home
4,,加藤啓,4,■,■,■,■,,6,3,0,50.0,0.75,0,0,0,-,5,1.25,16,1,3,5,9.4,0,0.0,0.0,-,501,2019-11-02,2019,11,02,北海道,旭川市リアルター夢りんご体育館,警視庁フォートファイターズ,長野GaRons,井上人哉,平林康裕,3,1,4,Win,94,82,92,11:00,12:41,678,大江憲一,小瀧健二,坂本雅春,佐藤真理,Home
5,,大野隆一,4,■,■,■,■,,11,4,2,36.4,1.00,0,0,0,-,2,0.50,10,0,0,2,5.0,1,1.0,0.0,100.0,501,2019-11-02,2019,11,02,北海道,旭川市リアルター夢りんご体育館,警視庁フォートファイターズ,長野GaRons,井上人哉,平林康裕,3,1,4,Win,94,82,92,11:00,12:41,678,大江憲一,小瀧健二,坂本雅春,佐藤真理,Home
6,,松本幸博,2,,,□,■,,7,4,0,57.1,2.00,0,0,0,-,1,0.50,5,0,0,0,0.0,6,3.0,2.0,66.7,501,2019-11-02,2019,11,02,北海道,旭川市リアルター夢りんご体育館,警視庁フォートファイターズ,長野GaRons,井上人哉,平林康裕,3,1,4,Win,94,82,92,11:00,12:41,678,大江憲一,小瀧健二,坂本雅春,佐藤真理,Home
10,,豊田将人,3,■,■,■,,,13,3,1,23.1,1.00,0,0,0,-,0,-,10,0,0,3,7.5,7,2.0,1.0,35.7,501,2019-11-02,2019,11,02,北海道,旭川市リアルター夢りんご体育館,警視庁フォートファイターズ,長野GaRons,井上人哉,平林康裕,3,1,4,Win,94,82,92,11:00,12:41,678,大江憲一,小瀧健二,坂本雅春,佐藤真理,Home
13,,中村航太朗,4,■,■,■,■,,36,20,2,55.6,5.00,6,3,1,50.0,1,0.25,17,0,2,0,-2.9,30,17.0,8.0,70.0,501,2019-11-02,2019,11,02,北海道,旭川市リアルター夢りんご体育館,警視庁フォートファイターズ,長野GaRons,井上人哉,平林康裕,3,1,4,Win,94,82,92,11:00,12:41,678,大江憲一,小瀧健二,坂本雅春,佐藤真理,Home
14,,中道元貴,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,501,2019-11-02,2019,11,02,北海道,旭川市リアルター夢りんご体育館,警視庁フォートファイターズ,長野GaRons,井上人哉,平林康裕,3,1,4,Win,94,82,92,11:00,12:41,678,大江憲一,小瀧健二,坂本雅春,佐藤真理,Home
15,,河西敦司,4,■,■,■,■,,39,18,1,46.2,4.50,15,4,1,26.7,0,-,13,0,1,1,0.0,0,0.0,0.0,-,501,2019-11-02,2019,11,02,北海道,旭川市リアルター夢りんご体育館,警視庁フォートファイターズ,長野GaRons,井上人哉,平林康裕,3,1,4,Win,94,82,92,11:00,12:41,678,大江憲一,小瀧健二,坂本雅春,佐藤真理,Home
16,,金子優海,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2019-11-02,2019,11,02,北海道,旭川市リアルター夢りんご体育館,警視庁フォートファイターズ,長野GaRons,井上人哉,平林康裕,3,1,4,Win,94,82,92,11:00,12:41,678,大江憲一,小瀧健二,坂本雅春,佐藤真理,Home
