No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,伊藤優介,3,■,■,■,,,15,9,1,60.0,3.00,4,2,1,50.0,0,-,6,0,0,0,0.0,7,3.0,0.0,42.9,701,2011-12-10,2011,12,10,,ジェイテクト体育館,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,松枝寿明,池田正一,0,3,3,Lose,34,75,0,13:00,14:02,350,,加藤孝仁,柘植知則,鷲野由梨子,Home
2,L,早川紘司,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,22,10.0,0.0,45.5,701,2011-12-10,2011,12,10,,ジェイテクト体育館,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,松枝寿明,池田正一,0,3,3,Lose,34,75,0,13:00,14:02,350,,加藤孝仁,柘植知則,鷲野由梨子,Home
3,,馬場裕峰,3,■,■,■,,,15,6,2,40.0,2.00,2,0,0,0.0,0,-,6,0,1,1,4.2,14,9.0,0.0,64.3,701,2011-12-10,2011,12,10,,ジェイテクト体育館,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,松枝寿明,池田正一,0,3,3,Lose,34,75,0,13:00,14:02,350,,加藤孝仁,柘植知則,鷲野由梨子,Home
4,L,中沢敏浩,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,701,2011-12-10,2011,12,10,,ジェイテクト体育館,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,松枝寿明,池田正一,0,3,3,Lose,34,75,0,13:00,14:02,350,,加藤孝仁,柘植知則,鷲野由梨子,Home
5,,浅見冬樹,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,0.0,0,0.0,0.0,-,701,2011-12-10,2011,12,10,,ジェイテクト体育館,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,松枝寿明,池田正一,0,3,3,Lose,34,75,0,13:00,14:02,350,,加藤孝仁,柘植知則,鷲野由梨子,Home
6,,大貫智博,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,701,2011-12-10,2011,12,10,,ジェイテクト体育館,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,松枝寿明,池田正一,0,3,3,Lose,34,75,0,13:00,14:02,350,,加藤孝仁,柘植知則,鷲野由梨子,Home
8,,西片圭佑,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,0.0,0,0.0,0.0,-,701,2011-12-10,2011,12,10,,ジェイテクト体育館,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,松枝寿明,池田正一,0,3,3,Lose,34,75,0,13:00,14:02,350,,加藤孝仁,柘植知則,鷲野由梨子,Home
9,,田中淳一,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,701,2011-12-10,2011,12,10,,ジェイテクト体育館,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,松枝寿明,池田正一,0,3,3,Lose,34,75,0,13:00,14:02,350,,加藤孝仁,柘植知則,鷲野由梨子,Home
10,,池田正一,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,701,2011-12-10,2011,12,10,,ジェイテクト体育館,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,松枝寿明,池田正一,0,3,3,Lose,34,75,0,13:00,14:02,350,,加藤孝仁,柘植知則,鷲野由梨子,Home
11,,松枝寿明,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,701,2011-12-10,2011,12,10,,ジェイテクト体育館,東京トヨペットグリーンスパークル,ジェイテクトSTINGS,松枝寿明,池田正一,0,3,3,Lose,34,75,0,13:00,14:02,350,,加藤孝仁,柘植知則,鷲野由梨子,Home
