No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,濱本豊,3,■,■,■,,,26,14,2,53.8,4.67,10,4,1,40.0,1,0.33,10,1,1,4,20.0,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,浦田範夫,,0,3,3,Lose,73,79,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Home
2,,梶野喜宏,3,■,■,■,,,3,2,0,66.7,0.67,0,0,0,-,1,0.33,11,0,0,3,6.8,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,浦田範夫,,0,3,3,Lose,73,79,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Home
3,,河戸俊亮,3,■,■,■,,,9,5,0,55.6,1.67,0,0,0,-,3,1.00,7,0,0,5,17.9,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,浦田範夫,,0,3,3,Lose,73,79,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Home
4,L,山田翔太,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,24,9.0,0.0,37.5,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,浦田範夫,,0,3,3,Lose,73,79,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Home
6,,勝将哉,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,1,0,0.0,1,0.0,0.0,0.0,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,浦田範夫,,0,3,3,Lose,73,79,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Home
9,,本多駿,3,■,■,■,,,16,6,2,37.5,2.00,3,1,2,33.3,4,1.33,15,0,1,7,11.7,30,15.0,0.0,50.0,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,浦田範夫,,0,3,3,Lose,73,79,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Home
11,,片渕貴史,3,■,■,■,,,11,5,0,45.5,1.67,0,0,0,-,1,0.33,9,0,2,4,11.1,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,浦田範夫,,0,3,3,Lose,73,79,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Home
12,,中田雄大,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,浦田範夫,,0,3,3,Lose,73,79,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Home
13,,南拓磨,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,浦田範夫,,0,3,3,Lose,73,79,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Home
14,,鳥越裕喜,3,■,■,■,,,18,5,1,27.8,1.67,1,1,0,100.0,5,1.67,17,1,2,10,20.6,11,6.0,0.0,54.5,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,浦田範夫,,0,3,3,Lose,73,79,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Home
17,,牡丹僚太,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,浦田範夫,,0,3,3,Lose,73,79,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Home
27,,大谷充寛,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,近畿クラブスフィーダ,富士通カワサキレッドスピリッツ,浦田範夫,,0,3,3,Lose,73,79,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Home
1,,中川剛,3,■,■,■,,,26,7,3,26.9,2.33,12,4,2,33.3,1,0.33,8,0,2,3,9.4,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,富士通カワサキレッドスピリッツ,近畿クラブスフィーダ,勝田祥平,野澤真,3,0,3,Win,79,73,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Away
3,,田中紀幸,3,■,■,■,,,22,9,1,40.9,3.00,2,1,0,50.0,1,0.33,14,1,3,4,12.9,26,12.0,0.0,46.2,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,富士通カワサキレッドスピリッツ,近畿クラブスフィーダ,勝田祥平,野澤真,3,0,3,Win,79,73,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Away
4,,神山哲郎,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,富士通カワサキレッドスピリッツ,近畿クラブスフィーダ,勝田祥平,野澤真,3,0,3,Win,79,73,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Away
5,,横田圭祐,3,■,■,■,,,17,10,1,58.8,3.33,0,0,0,-,4,1.33,9,0,0,2,5.6,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,富士通カワサキレッドスピリッツ,近畿クラブスフィーダ,勝田祥平,野澤真,3,0,3,Win,79,73,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Away
6,,三芳健斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,富士通カワサキレッドスピリッツ,近畿クラブスフィーダ,勝田祥平,野澤真,3,0,3,Win,79,73,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Away
8,,廣本遥,2,,□,□,,,8,3,2,37.5,1.50,1,1,0,100.0,0,-,5,0,0,5,25.0,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,富士通カワサキレッドスピリッツ,近畿クラブスフィーダ,勝田祥平,野澤真,3,0,3,Win,79,73,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Away
9,,平澤徹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,富士通カワサキレッドスピリッツ,近畿クラブスフィーダ,勝田祥平,野澤真,3,0,3,Win,79,73,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Away
11,,呉屋宏和,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,9,1,1,4,20.0,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,富士通カワサキレッドスピリッツ,近畿クラブスフィーダ,勝田祥平,野澤真,3,0,3,Win,79,73,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Away
12,L,芳賀広大,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,5.0,0.0,41.7,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,富士通カワサキレッドスピリッツ,近畿クラブスフィーダ,勝田祥平,野澤真,3,0,3,Win,79,73,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Away
13,,渡辺聖太,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,富士通カワサキレッドスピリッツ,近畿クラブスフィーダ,勝田祥平,野澤真,3,0,3,Win,79,73,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Away
14,,岩井浩二,3,■,■,■,,,27,11,0,40.7,3.67,0,0,0,-,2,0.67,7,0,3,2,7.1,25,12.0,0.0,48.0,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,富士通カワサキレッドスピリッツ,近畿クラブスフィーダ,勝田祥平,野澤真,3,0,3,Win,79,73,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Away
15,,北沢浩,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,0,-,16,1,1,8,17.5,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,富士通カワサキレッドスピリッツ,近畿クラブスフィーダ,勝田祥平,野澤真,3,0,3,Win,79,73,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Away
18,L,小川直紀,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,富士通カワサキレッドスピリッツ,近畿クラブスフィーダ,勝田祥平,野澤真,3,0,3,Win,79,73,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Away
19,,松野昭博,3,■,■,■,,,12,8,1,66.7,2.67,0,0,0,-,1,0.33,8,0,1,4,12.5,1,1.0,0.0,100.0,701,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,富士通カワサキレッドスピリッツ,近畿クラブスフィーダ,勝田祥平,野澤真,3,0,3,Win,79,73,85,11:00,12:31,359,,野村考一,早坂行博,渡部仁志,Away
1,,山口純平,3,■,■,■,,,5,3,1,60.0,1.00,0,0,0,-,2,0.67,11,0,2,6,13.6,0,0.0,0.0,-,702,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,大同特殊鋼レッドスター,東京トヨペットグリーンスパークル,東岡昇,岡崎昌典,3,0,3,Win,75,54,73,13:10,14:29,335,,高野淳志,小川浩二,松本博臣,Home
3,,田中紳太,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,702,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,大同特殊鋼レッドスター,東京トヨペットグリーンスパークル,東岡昇,岡崎昌典,3,0,3,Win,75,54,73,13:10,14:29,335,,高野淳志,小川浩二,松本博臣,Home
4,,倉田真,3,■,■,□,,,20,12,1,60.0,4.00,2,2,0,100.0,3,1.00,5,0,3,1,5.0,8,5.0,0.0,62.5,702,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,大同特殊鋼レッドスター,東京トヨペットグリーンスパークル,東岡昇,岡崎昌典,3,0,3,Win,75,54,73,13:10,14:29,335,,高野淳志,小川浩二,松本博臣,Home
5,,平野晃多,3,■,■,■,,,8,6,0,75.0,2.00,0,0,0,-,4,1.33,4,0,0,2,12.5,0,0.0,0.0,-,702,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,大同特殊鋼レッドスター,東京トヨペットグリーンスパークル,東岡昇,岡崎昌典,3,0,3,Win,75,54,73,13:10,14:29,335,,高野淳志,小川浩二,松本博臣,Home
6,,辰巳佳靖,1,■,,,,,11,4,2,36.4,4.00,5,2,1,40.0,1,1.00,3,0,0,3,25.0,0,0.0,0.0,-,702,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,大同特殊鋼レッドスター,東京トヨペットグリーンスパークル,東岡昇,岡崎昌典,3,0,3,Win,75,54,73,13:10,14:29,335,,高野淳志,小川浩二,松本博臣,Home
7,,赤澤直樹,3,■,■,■,,,2,0,0,0.0,-,0,0,0,-,0,-,22,0,1,7,8.0,0,0.0,0.0,-,702,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,大同特殊鋼レッドスター,東京トヨペットグリーンスパークル,東岡昇,岡崎昌典,3,0,3,Win,75,54,73,13:10,14:29,335,,高野淳志,小川浩二,松本博臣,Home
9,,淡田智行,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,702,2013-12-07,2013,12,07,,川崎市とどろきアリーナ,大同特殊鋼レッドスター,東京トヨペットグリーンスパークル,東岡昇,岡崎昌典,3,0,3,Win,75,54,73,13:10,14:29,335,,高野淳志,小川浩二,松本博臣,Home
