No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,松田智人,1,,,□,,,6,5,0,83.3,5.00,2,2,0,100.0,2,2.00,2,0,0,1,12.5,1,1.0,0.0,100.0,301,2007-01-13,2007,01,13,,大同特殊鋼体育館,ジェイテクトSTINGS,トヨタ自動車サンホークス,長井浩二,宗宮直人,3,0,3,Win,75,52,59,13:01,14:06,350,,柘植知則,首藤隆宏,田中栄二,Home
2,,金丸晃大,3,■,■,■,,,9,4,2,44.4,1.33,0,0,0,-,5,1.67,12,0,0,4,8.3,0,0.0,0.0,-,301,2007-01-13,2007,01,13,,大同特殊鋼体育館,ジェイテクトSTINGS,トヨタ自動車サンホークス,長井浩二,宗宮直人,3,0,3,Win,75,52,59,13:01,14:06,350,,柘植知則,首藤隆宏,田中栄二,Home
3,,小野孝宏,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-,301,2007-01-13,2007,01,13,,大同特殊鋼体育館,ジェイテクトSTINGS,トヨタ自動車サンホークス,長井浩二,宗宮直人,3,0,3,Win,75,52,59,13:01,14:06,350,,柘植知則,首藤隆宏,田中栄二,Home
5,,豊田昇平,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0.0,0.0,-,301,2007-01-13,2007,01,13,,大同特殊鋼体育館,ジェイテクトSTINGS,トヨタ自動車サンホークス,長井浩二,宗宮直人,3,0,3,Win,75,52,59,13:01,14:06,350,,柘植知則,首藤隆宏,田中栄二,Home
6,,反田光男,3,■,■,■,,,10,3,0,30.0,1.00,2,0,0,0.0,2,0.67,10,0,1,5,12.5,0,0.0,0.0,-,301,2007-01-13,2007,01,13,,大同特殊鋼体育館,ジェイテクトSTINGS,トヨタ自動車サンホークス,長井浩二,宗宮直人,3,0,3,Win,75,52,59,13:01,14:06,350,,柘植知則,首藤隆宏,田中栄二,Home
7,,寺嶋大樹,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2007-01-13,2007,01,13,,大同特殊鋼体育館,ジェイテクトSTINGS,トヨタ自動車サンホークス,長井浩二,宗宮直人,3,0,3,Win,75,52,59,13:01,14:06,350,,柘植知則,首藤隆宏,田中栄二,Home
8,,吉田雄一,3,■,■,■,,,6,1,1,16.7,0.33,0,0,0,-,4,1.33,13,0,2,5,9.6,0,0.0,0.0,-,301,2007-01-13,2007,01,13,,大同特殊鋼体育館,ジェイテクトSTINGS,トヨタ自動車サンホークス,長井浩二,宗宮直人,3,0,3,Win,75,52,59,13:01,14:06,350,,柘植知則,首藤隆宏,田中栄二,Home
9,,石田敬喜,3,■,■,■,,,18,6,5,33.3,2.00,1,0,1,0.0,2,0.67,9,0,1,3,8.3,16,11.0,0.0,68.8,301,2007-01-13,2007,01,13,,大同特殊鋼体育館,ジェイテクトSTINGS,トヨタ自動車サンホークス,長井浩二,宗宮直人,3,0,3,Win,75,52,59,13:01,14:06,350,,柘植知則,首藤隆宏,田中栄二,Home
11,,其原健太,3,■,■,■,,,19,8,1,42.1,2.67,0,0,0,-,0,-,9,0,2,1,2.8,4,0.0,0.0,0.0,301,2007-01-13,2007,01,13,,大同特殊鋼体育館,ジェイテクトSTINGS,トヨタ自動車サンホークス,長井浩二,宗宮直人,3,0,3,Win,75,52,59,13:01,14:06,350,,柘植知則,首藤隆宏,田中栄二,Home
12,L,興梠亮,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,15.0,0.0,75.0,301,2007-01-13,2007,01,13,,大同特殊鋼体育館,ジェイテクトSTINGS,トヨタ自動車サンホークス,長井浩二,宗宮直人,3,0,3,Win,75,52,59,13:01,14:06,350,,柘植知則,首藤隆宏,田中栄二,Home
