No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
2,,木場田和希,4,■,■,■,■,,3,0,1,0.0,-,0,0,0,-,0,-,10,0,2,1,2.5,0,0.0,0.0,-,501,2015-11-14,2015,11,14,,トヨタスポーツセンター,大分三好ヴァイセアドラー,富士通カワサキレッドスピリッツ,小川貴史,小林尚登,1,3,4,Lose,83,98,99,13:00,14:48,550,高橋憲太郎,浅見靖人,岡谷仁,古澤博丈,Home
3,,阿部領太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2015-11-14,2015,11,14,,トヨタスポーツセンター,大分三好ヴァイセアドラー,富士通カワサキレッドスピリッツ,小川貴史,小林尚登,1,3,4,Lose,83,98,99,13:00,14:48,550,高橋憲太郎,浅見靖人,岡谷仁,古澤博丈,Home
4,,池田龍之介,4,■,■,■,■,,45,22,5,48.9,5.50,5,3,2,60.0,1,0.25,15,1,2,8,18.7,16,9.0,0.0,56.2,501,2015-11-14,2015,11,14,,トヨタスポーツセンター,大分三好ヴァイセアドラー,富士通カワサキレッドスピリッツ,小川貴史,小林尚登,1,3,4,Lose,83,98,99,13:00,14:48,550,高橋憲太郎,浅見靖人,岡谷仁,古澤博丈,Home
5,,橋本大樹,4,■,■,■,■,,7,4,1,57.1,1.00,0,0,0,-,2,0.50,7,0,1,1,3.6,0,0.0,0.0,-,501,2015-11-14,2015,11,14,,トヨタスポーツセンター,大分三好ヴァイセアドラー,富士通カワサキレッドスピリッツ,小川貴史,小林尚登,1,3,4,Lose,83,98,99,13:00,14:48,550,高橋憲太郎,浅見靖人,岡谷仁,古澤博丈,Home
6,,高橋貴広,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2015-11-14,2015,11,14,,トヨタスポーツセンター,大分三好ヴァイセアドラー,富士通カワサキレッドスピリッツ,小川貴史,小林尚登,1,3,4,Lose,83,98,99,13:00,14:48,550,高橋憲太郎,浅見靖人,岡谷仁,古澤博丈,Home
7,,細川優樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2015-11-14,2015,11,14,,トヨタスポーツセンター,大分三好ヴァイセアドラー,富士通カワサキレッドスピリッツ,小川貴史,小林尚登,1,3,4,Lose,83,98,99,13:00,14:48,550,高橋憲太郎,浅見靖人,岡谷仁,古澤博丈,Home
8,,石垣公也,4,■,■,■,□,,12,3,0,25.0,0.75,1,0,0,0.0,0,-,10,0,1,6,15.0,36,25.0,0.0,69.4,501,2015-11-14,2015,11,14,,トヨタスポーツセンター,大分三好ヴァイセアドラー,富士通カワサキレッドスピリッツ,小川貴史,小林尚登,1,3,4,Lose,83,98,99,13:00,14:48,550,高橋憲太郎,浅見靖人,岡谷仁,古澤博丈,Home
10,,浜崎勇矢,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-,501,2015-11-14,2015,11,14,,トヨタスポーツセンター,大分三好ヴァイセアドラー,富士通カワサキレッドスピリッツ,小川貴史,小林尚登,1,3,4,Lose,83,98,99,13:00,14:48,550,高橋憲太郎,浅見靖人,岡谷仁,古澤博丈,Home
11,L,辻口智也,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,33,27.0,0.0,81.8,501,2015-11-14,2015,11,14,,トヨタスポーツセンター,大分三好ヴァイセアドラー,富士通カワサキレッドスピリッツ,小川貴史,小林尚登,1,3,4,Lose,83,98,99,13:00,14:48,550,高橋憲太郎,浅見靖人,岡谷仁,古澤博丈,Home
13,,細井規貴,3,,□,□,□,,2,0,0,0.0,-,0,0,0,-,0,-,2,0,0,2,25.0,0,0.0,0.0,-,501,2015-11-14,2015,11,14,,トヨタスポーツセンター,大分三好ヴァイセアドラー,富士通カワサキレッドスピリッツ,小川貴史,小林尚登,1,3,4,Lose,83,98,99,13:00,14:48,550,高橋憲太郎,浅見靖人,岡谷仁,古澤博丈,Home
