AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
63,35,8,55.6,11.67,3,0,2,0.0,9,3.00,74,3,6,22,11.2,45,35.0,0.0,77.8,701,2008-01-12,2008,01,12,,大同特殊鋼体育館,ジェイテクトSTINGS,近畿クラブスフィーダ,長井浩二,宗宮直人,3,0,3,Win,75,55,55,12:00,13:01,180,,高橋弘二,丹羽敏彰,永崎重文,Home,72,33,11,45.8,11.00,16,7,4,43.8,3,1.00,56,3,9,8,8.2,65,42.0,0.0,64.6
72,33,11,45.8,11.00,16,7,4,43.8,3,1.00,56,3,9,8,8.2,65,42.0,0.0,64.6,701,2008-01-12,2008,01,12,,大同特殊鋼体育館,近畿クラブスフィーダ,ジェイテクトSTINGS,阪口勝彦,山本雅史,0,3,3,Lose,55,75,55,12:00,13:01,180,,高橋弘二,丹羽敏彰,永崎重文,Away,63,35,8,55.6,11.67,3,0,2,0.0,9,3.00,74,3,6,22,11.2,45,35.0,0.0,77.8
86,34,9,39.5,11.33,5,0,2,0.0,3,1.00,64,0,4,17,6.6,64,34.0,0.0,53.1,704,2008-01-12,2008,01,12,,立川市泉市民体育館,兵庫デルフィーノ,FC東京,岩本正吾,小山毅,0,3,3,Lose,63,75,69,13:00,14:15,350,,三見洋子,田中哲,並木修一,Home,89,49,11,55.1,16.33,20,12,4,60.0,8,2.67,74,3,10,27,12.4,60,43.0,0.0,71.7
89,49,11,55.1,16.33,20,12,4,60.0,8,2.67,74,3,10,27,12.4,60,43.0,0.0,71.7,704,2008-01-12,2008,01,12,,立川市泉市民体育館,FC東京,兵庫デルフィーノ,金澤正明,今橋茂樹,3,0,3,Win,75,63,69,13:00,14:15,350,,三見洋子,田中哲,並木修一,Away,86,34,9,39.5,11.33,5,0,2,0.0,3,1.00,64,0,4,17,6.6,64,34.0,0.0,53.1
131,69,10,52.7,13.80,8,3,1,37.5,13,2.60,108,0,17,29,6.7,87,64.0,0.0,73.6,702,2008-01-12,2008,01,12,,大同特殊鋼体育館,つくばユナイテッドSunGAIA,大同特殊鋼レッドスター,山口誠,佐藤由法,3,2,5,Win,109,101,108,13:50,15:50,380,,中島俊昌,浅見靖人,田中栄二,Home,125,63,7,50.4,12.60,12,6,1,50.0,5,1.00,102,3,13,21,7.7,91,62.0,0.0,68.1
125,63,7,50.4,12.60,12,6,1,50.0,5,1.00,102,3,13,21,7.7,91,62.0,0.0,68.1,702,2008-01-12,2008,01,12,,大同特殊鋼体育館,大同特殊鋼レッドスター,つくばユナイテッドSunGAIA,東岡昇,亀田圭司,2,3,5,Lose,101,109,108,13:50,15:50,380,,中島俊昌,浅見靖人,田中栄二,Away,131,69,10,52.7,13.80,8,3,1,37.5,13,2.60,108,0,17,29,6.7,87,64.0,0.0,73.6
88,49,10,55.7,16.33,9,4,4,44.4,9,3.00,78,2,12,25,10.3,59,34.0,0.0,57.6,705,2008-01-12,2008,01,12,,立川市泉市民体育館,東京ヴェルディ,トヨタ自動車サンホークス,山中禎一郎,,3,0,3,Win,80,68,63,15:05,16:14,250,,浅井唯由,古川浩洋,塚本健二,Home,84,37,8,44.0,12.33,8,4,2,50.0,5,1.67,70,3,10,23,11.9,65,39.0,0.0,60.0
84,37,8,44.0,12.33,8,4,2,50.0,5,1.67,70,3,10,23,11.9,65,39.0,0.0,60.0,705,2008-01-12,2008,01,12,,立川市泉市民体育館,トヨタ自動車サンホークス,東京ヴェルディ,近藤浩,門田卓,0,3,3,Lose,68,80,63,15:05,16:14,250,,浅井唯由,古川浩洋,塚本健二,Away,88,49,10,55.7,16.33,9,4,4,44.4,9,3.00,78,2,12,25,10.3,59,34.0,0.0,57.6
148,65,12,43.9,13.00,20,6,6,30.0,9,1.80,113,4,10,41,12.3,89,64.0,0.0,71.9,703,2008-01-12,2008,01,12,,大同特殊鋼体育館,警視庁フォートファイターズ,富士通カワサキレッドスピリッツ,米山憲二,堀江賢司,3,2,5,Win,113,103,108,16:41,18:41,155,,柘植知則,岡谷仁,岡田三千雄,Home,132,60,16,45.5,12.00,12,2,2,16.7,15,3.00,102,2,12,24,7.6,101,58.0,0.0,57.4
132,60,16,45.5,12.00,12,2,2,16.7,15,3.00,102,2,12,24,7.6,101,58.0,0.0,57.4,703,2008-01-12,2008,01,12,,大同特殊鋼体育館,富士通カワサキレッドスピリッツ,警視庁フォートファイターズ,山本道彦,田島圭,2,3,5,Lose,103,113,108,16:41,18:41,155,,柘植知則,岡谷仁,岡田三千雄,Away,148,65,12,43.9,13.00,20,6,6,30.0,9,1.80,113,4,10,41,12.3,89,64.0,0.0,71.9
120,67,7,55.8,16.75,13,6,4,46.2,6,1.50,96,0,9,17,4.4,80,53.0,0.0,66.2,706,2008-01-13,2008,01,13,,大同特殊鋼体育館,警視庁フォートファイターズ,つくばユナイテッドSunGAIA,米山憲二,堀江賢司,3,1,4,Win,97,92,96,11:00,12:45,190,,高橋弘二,石川三津春,大津聡,Home,123,59,12,48.0,14.75,9,2,1,22.2,13,3.25,93,2,11,27,9.4,87,70.0,0.0,80.5
