名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
佐藤愛美,2022-02,岡山シーガルズ,6,3,4,1,6,28,12,1,42.9,39.3,1,0,0,1,23,0,1,4,17,7,3,13,0.0,2.0,0.17,3.3,50.0
入澤まい,2021-10,日立Astemoリヴァーレ,14,10,16,2,14,29,15,1,51.7,48.3,0,0,0,6,26,1,2,12,6,3,2,22,,1.07,0.43,13.5,66.7
入澤まい,2021-11,日立Astemoリヴァーレ,14,11,11,3,3,5,1,1,20.0,0.0,0,0,0,1,4,0,1,1,0,0,0,2,,0.33,0.33,0.0,
入澤まい,2021-12,日立Astemoリヴァーレ,14,4,5,1,3,1,1,0,100.0,100.0,0,0,0,0,1,0,0,1,1,0,1,1,,0.33,0.0,25.0,50.0
入澤まい,2022-01,日立Astemoリヴァーレ,14,6,16,1,9,19,6,2,31.6,21.1,0,0,0,1,21,2,3,2,1,1,0,9,,0.67,0.11,8.3,100.0
兵頭由希,2021-10,デンソーエアリービーズ,24,14,8,4,19,190,63,8,33.2,28.9,14,5,0,5,81,2,2,14,74,28,24,70,35.7,3.32,0.26,6.2,54.1
兵頭由希,2021-11,デンソーエアリービーズ,24,16,7,5,22,239,97,9,40.6,36.8,31,11,3,2,81,2,1,19,114,48,28,101,35.5,4.41,0.09,8.0,54.4
兵頭由希,2021-12,デンソーエアリービーズ,24,1,6,0,6,89,27,1,30.3,29.2,6,1,0,3,23,0,1,5,32,14,5,30,16.7,4.5,0.5,4.3,51.6
兵頭由希,2022-01,デンソーエアリービーズ,24,6,3,2,4,19,7,0,36.8,36.8,1,0,0,0,10,0,0,1,16,4,7,7,0.0,1.75,0.0,2.5,46.9
兵頭由希,2022-02,デンソーエアリービーズ,24,3,5,1,3,4,1,1,25.0,0.0,0,0,0,0,4,0,0,2,2,0,2,1,,0.33,0.0,12.5,50.0
内瀬戸真実,2021-10,埼玉上尾メディックス,9,10,11,3,21,239,82,12,34.3,29.3,3,0,0,7,77,1,11,8,140,82,28,90,0.0,3.9,0.33,0.3,68.6
内瀬戸真実,2021-11,埼玉上尾メディックス,9,14,9,4,23,213,72,11,33.8,28.6,2,0,0,6,83,2,10,12,133,74,23,80,0.0,3.13,0.26,3.0,64.3
内瀬戸真実,2021-12,埼玉上尾メディックス,9,5,4,1,9,91,34,7,37.4,29.7,2,1,0,1,17,1,3,3,40,21,7,36,50.0,3.78,0.11,5.9,61.2
内瀬戸真実,2022-01,埼玉上尾メディックス,9,6,1,2,7,62,25,5,40.3,32.3,5,1,2,4,25,3,5,7,30,12,8,32,20.0,3.57,0.57,14.0,53.3
前田明里,2021-10,岡山シーガルズ,23,2,9,0,8,47,15,3,31.9,25.5,0,0,0,1,10,0,1,1,13,4,3,16,,1.88,0.12,0.0,42.3
前田明里,2021-11,岡山シーガルズ,23,1,3,0,2,6,0,1,0.0,-16.7,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
前田明里,2021-12,岡山シーガルズ,23,1,3,0,2,2,1,0,50.0,50.0,0,0,0,0,1,0,0,0,0,0,0,1,,0.5,0.0,0.0,
加地春花,2021-10,トヨタ車体クインシーズ,12,1,9,0,3,0,0,0,,,0,0,0,0,1,0,1,0,1,0,0,0,,0.0,0.0,-25.0,0.0
加地春花,2021-11,トヨタ車体クインシーズ,12,3,18,0,5,1,0,0,0.0,0.0,0,0,0,0,9,0,3,1,0,0,0,0,,0.0,0.0,-5.6,
加地春花,2021-12,トヨタ車体クインシーズ,12,2,3,0,5,0,0,0,,,0,0,0,0,8,0,4,2,1,0,0,0,,0.0,0.0,-6.2,0.0
加地春花,2022-01,トヨタ車体クインシーズ,12,8,13,2,7,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
加地春花,2022-02,トヨタ車体クインシーズ,12,6,2,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
加藤光,2021-10,久光スプリングス,7,11,5,3,5,40,12,4,30.0,20.0,0,0,0,1,17,0,1,6,40,15,9,13,,2.4,0.2,7.4,48.8
加藤光,2021-11,久光スプリングス,7,10,3,3,2,16,5,0,31.2,31.2,0,0,0,0,9,0,2,4,1,0,1,5,,2.5,0.0,5.6,50.0
加藤光,2021-12,久光スプリングス,7,5,4,1,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
加藤光,2022-01,久光スプリングス,7,3,2,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
加藤光,2022-02,久光スプリングス,7,4,3,1,5,70,24,3,34.3,30.0,0,0,0,0,21,1,2,8,26,13,9,25,,4.8,0.0,11.9,67.3
原幸歩,2022-01,トヨタ車体クインシーズ,4,1,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
及川真夢,2021-10,岡山シーガルズ,8,9,12,2,17,74,25,1,33.8,32.4,0,0,0,6,45,2,2,13,26,16,2,33,,1.47,0.35,10.6,65.4
及川真夢,2021-11,岡山シーガルズ,8,7,15,1,13,44,17,1,38.6,36.4,0,0,0,5,33,3,1,4,1,1,0,25,,1.31,0.38,11.4,100.0
及川真夢,2021-12,岡山シーガルズ,8,1,6,0,7,41,15,2,36.6,31.7,0,0,0,0,16,0,0,2,0,0,0,15,,2.14,0.0,3.1,
及川真夢,2022-01,岡山シーガルズ,8,8,7,2,15,79,38,2,48.1,45.6,0,0,0,9,50,1,4,15,3,1,1,48,,2.53,0.6,7.5,50.0
及川真夢,2022-02,岡山シーガルズ,8,3,4,1,7,54,24,0,44.4,44.4,0,0,0,2,32,1,1,16,1,1,0,27,,3.43,0.29,14.8,100.0
古市梨乃,2022-01,ヴィクトリーナ姫路,18,2,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
古谷ちなみ,2021-10,NECレッドロケッツ,11,16,8,5,16,154,60,7,39.0,34.4,22,9,4,4,45,3,6,11,95,28,31,67,40.9,3.75,0.25,9.4,45.8
古谷ちなみ,2021-11,NECレッドロケッツ,11,9,5,3,3,33,10,1,30.3,27.3,5,2,0,1,15,2,2,2,22,11,7,13,40.0,3.33,0.33,13.3,65.9
古谷ちなみ,2021-12,NECレッドロケッツ,11,3,3,1,2,8,2,1,25.0,12.5,1,1,0,0,3,0,1,0,8,0,3,2,100.0,1.0,0.0,-8.3,18.8
古谷ちなみ,2022-01,NECレッドロケッツ,11,3,3,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
古賀紗理那,2021-10,NECレッドロケッツ,2,16,8,5,17,107,43,7,40.2,33.6,16,5,1,1,50,3,2,18,35,17,5,47,31.2,2.53,0.06,14.0,55.7
古賀紗理那,2021-11,NECレッドロケッツ,2,15,7,5,16,164,64,6,39.0,35.4,20,4,1,5,55,0,5,16,90,48,21,69,20.0,4.0,0.31,5.0,65.0
古賀紗理那,2021-12,NECレッドロケッツ,2,3,3,1,5,38,19,3,50.0,42.1,7,3,2,0,15,0,2,8,24,10,8,19,42.9,3.8,0.0,10.0,58.3
古賀紗理那,2022-01,NECレッドロケッツ,2,3,3,1,6,58,26,2,44.8,41.4,8,7,0,1,30,0,3,12,14,9,2,27,87.5,4.33,0.17,7.5,71.4
合屋咲希,2021-10,PFUブルーキャッツ,7,1,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
合屋咲希,2021-11,PFUブルーキャッツ,7,6,3,2,3,2,1,0,50.0,50.0,0,0,0,0,0,0,0,0,2,1,0,1,,0.33,0.0,,50.0
合屋咲希,2021-12,PFUブルーキャッツ,7,3,3,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
合屋咲希,2022-01,PFUブルーキャッツ,7,8,4,2,2,0,0,0,,,0,0,0,0,0,0,0,0,5,1,2,0,,0.0,0.0,,40.0
吉岡美晴,2021-10,岡山シーガルズ,4,9,12,2,18,177,67,3,37.9,36.2,1,0,1,6,53,1,1,16,90,44,18,74,0.0,3.72,0.33,9.0,58.9
吉岡美晴,2021-11,岡山シーガルズ,4,7,15,1,13,129,30,5,23.3,19.4,0,0,0,0,30,0,0,10,60,22,13,30,,2.31,0.0,8.3,47.5
吉岡美晴,2021-12,岡山シーガルズ,4,1,6,0,3,14,2,1,14.3,7.1,1,0,0,0,13,0,0,5,14,7,2,2,0.0,0.67,0.0,9.6,57.1
吉岡美晴,2022-01,岡山シーガルズ,4,8,7,2,3,20,8,0,40.0,40.0,0,0,0,0,9,0,1,1,14,3,4,8,,2.67,0.0,0.0,35.7
吉岡美晴,2022-02,岡山シーガルズ,4,0,3,0,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
周田夏紀,2021-10,トヨタ車体クインシーズ,5,3,18,0,17,36,11,4,30.6,19.4,0,0,0,3,49,5,8,10,0,0,0,19,,0.65,0.18,11.2,
周田夏紀,2021-11,トヨタ車体クインシーズ,5,3,18,0,18,12,2,0,16.7,16.7,0,0,0,1,32,3,4,9,2,2,0,6,,0.11,0.06,13.3,100.0
周田夏紀,2021-12,トヨタ車体クインシーズ,5,2,6,0,7,12,4,0,33.3,33.3,0,0,0,0,20,1,3,4,0,0,0,5,,0.57,0.0,6.2,
周田夏紀,2022-01,トヨタ車体クインシーズ,5,8,13,2,14,25,13,1,52.0,48.0,0,0,0,0,38,0,10,9,3,2,1,13,,0.93,0.0,-0.7,83.3
周田夏紀,2022-02,トヨタ車体クインシーズ,5,6,2,2,3,0,0,0,,,0,0,0,0,4,0,0,3,0,0,0,0,,0.0,0.0,18.8,
和才奈々美,2021-10,PFUブルーキャッツ,33,10,10,3,2,0,0,0,,,0,0,0,0,0,0,0,0,4,3,0,0,,0.0,0.0,,75.0
和才奈々美,2021-11,PFUブルーキャッツ,33,13,11,4,6,1,0,1,0.0,-100.0,0,0,0,0,0,0,0,0,7,3,2,0,,0.0,0.0,,57.1
和才奈々美,2021-12,PFUブルーキャッツ,33,3,3,1,1,0,0,0,,,0,0,0,0,0,0,0,0,2,1,1,0,,0.0,0.0,,75.0
和才奈々美,2022-01,PFUブルーキャッツ,33,11,8,3,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
和田由紀子,2021-10,JTマーヴェラス,16,18,3,6,14,97,45,7,46.4,39.2,15,3,3,3,36,3,9,9,39,21,6,51,20.0,3.21,0.21,8.3,61.5
和田由紀子,2021-11,JTマーヴェラス,16,16,5,5,10,12,4,2,33.3,16.7,1,1,0,1,2,1,0,0,0,0,0,6,100.0,0.4,0.1,50.0,
和田由紀子,2021-12,JTマーヴェラス,16,6,1,2,1,6,3,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,3,,3.0,0.0,,
和田由紀子,2022-01,JTマーヴェラス,16,6,2,2,5,20,7,3,35.0,20.0,3,0,1,3,2,0,0,1,0,0,0,10,0.0,1.4,0.6,12.5,
和田由紀子,2022-02,JTマーヴェラス,16,5,3,1,6,24,6,2,25.0,16.7,0,0,0,2,1,0,0,0,1,0,1,8,,1.0,0.33,0.0,50.0
坂本侑,2021-10,東レアローズ,15,17,6,5,2,0,0,0,,,0,0,0,0,5,0,0,0,0,0,0,0,,0.0,0.0,0.0,
坂本侑,2021-11,東レアローズ,15,13,7,4,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
坂本侑,2021-12,東レアローズ,15,6,1,2,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
坂本侑,2022-01,東レアローズ,15,10,4,3,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,0,,0.0,0.0,-12.5,
坊野明里,2021-10,ヴィクトリーナ姫路,23,8,14,1,2,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
坊野明里,2021-11,ヴィクトリーナ姫路,23,11,11,2,5,0,0,0,,,0,0,0,0,8,0,1,1,0,0,0,0,,0.0,0.0,0.0,
坊野明里,2021-12,ヴィクトリーナ姫路,23,3,2,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
坊野明里,2022-01,ヴィクトリーナ姫路,23,5,9,0,4,5,0,0,0.0,0.0,0,0,0,1,13,0,0,4,0,0,0,1,,0.0,0.25,7.7,
坊野明里,2022-02,ヴィクトリーナ姫路,23,1,3,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
城戸うらん,2021-11,岡山シーガルズ,17,1,3,0,1,0,0,0,,,0,0,0,0,1,0,0,0,3,1,2,0,,0.0,0.0,0.0,66.7
堀口あやか,2021-10,PFUブルーキャッツ,11,10,10,3,8,14,5,0,35.7,35.7,0,0,0,0,12,0,1,2,6,1,1,5,,0.62,0.0,2.1,25.0
堀口あやか,2021-11,PFUブルーキャッツ,11,13,11,4,11,4,1,0,25.0,25.0,0,0,0,0,16,0,2,3,0,0,0,1,,0.09,0.0,1.6,
堀口あやか,2021-12,PFUブルーキャッツ,11,3,3,1,3,0,0,0,,,0,0,0,0,4,0,3,1,1,1,0,0,,0.0,0.0,-12.5,100.0
堀口あやか,2022-01,PFUブルーキャッツ,11,11,8,3,8,16,6,0,37.5,37.5,0,0,0,0,15,1,3,8,12,3,7,7,,0.75,0.0,15.0,54.2
堀込奈央,2021-10,ヴィクトリーナ姫路,7,7,14,1,15,0,0,0,,,0,0,0,0,20,0,1,8,0,0,0,0,,0.0,0.0,8.8,
堀込奈央,2021-11,ヴィクトリーナ姫路,7,11,14,2,16,0,0,0,,,0,0,0,0,15,0,1,7,0,0,0,0,,0.0,0.0,10.0,
堀込奈央,2021-12,ヴィクトリーナ姫路,7,4,5,1,2,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
堀込奈央,2022-01,ヴィクトリーナ姫路,7,5,9,0,6,0,0,0,,,0,0,0,0,13,0,0,3,0,0,0,0,,0.0,0.0,5.8,
堀込奈央,2022-02,ヴィクトリーナ姫路,7,2,6,0,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
塚田しおり,2021-10,NECレッドロケッツ,3,16,8,5,19,4,0,0,0.0,0.0,0,0,0,0,41,0,1,8,2,0,0,0,,0.0,0.0,4.3,0.0
塚田しおり,2021-11,NECレッドロケッツ,3,15,7,5,19,1,1,0,100.0,100.0,0,0,0,2,38,0,2,7,0,0,0,3,,0.05,0.11,3.3,
塚田しおり,2021-12,NECレッドロケッツ,3,3,3,1,6,1,1,0,100.0,100.0,0,0,0,0,9,0,0,1,1,0,0,1,,0.17,0.0,2.8,0.0
塚田しおり,2022-01,NECレッドロケッツ,3,3,3,1,5,1,0,0,0.0,0.0,0,0,0,1,14,0,0,7,0,0,0,1,,0.0,0.2,12.5,
境紗里奈,2021-10,日立Astemoリヴァーレ,10,10,16,2,25,4,2,0,50.0,50.0,0,0,0,2,86,3,2,15,1,0,0,7,,0.08,0.08,7.3,0.0
境紗里奈,2021-11,日立Astemoリヴァーレ,10,11,11,3,14,4,3,0,75.0,75.0,0,0,0,1,34,0,2,9,0,0,0,4,,0.21,0.07,5.1,
境紗里奈,2021-12,日立Astemoリヴァーレ,10,4,5,1,9,9,1,0,11.1,11.1,0,0,0,0,33,1,2,6,0,0,0,2,,0.11,0.0,6.1,
境紗里奈,2022-01,日立Astemoリヴァーレ,10,6,16,1,18,1,0,0,0.0,0.0,0,0,0,0,35,0,0,10,1,0,0,0,,0.0,0.0,7.1,0.0
大元朱菜,2021-10,ヴィクトリーナ姫路,3,8,17,1,10,23,10,0,43.5,43.5,0,0,0,0,29,1,4,13,4,1,1,11,,1.0,0.0,11.2,37.5
大元朱菜,2021-11,ヴィクトリーナ姫路,3,9,11,2,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
大元朱菜,2022-01,ヴィクトリーナ姫路,3,5,9,0,4,7,3,0,42.9,42.9,0,0,0,1,9,1,2,1,0,0,0,5,,0.75,0.25,8.3,
大元朱菜,2022-02,ヴィクトリーナ姫路,3,2,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大崎琴未,2021-10,東レアローズ,14,17,6,5,13,21,12,0,57.1,57.1,0,0,0,2,32,0,2,11,0,0,0,14,,0.92,0.15,7.0,
大崎琴未,2021-11,東レアローズ,14,13,7,4,17,32,13,2,40.6,34.4,0,0,0,7,77,7,5,14,4,3,0,27,,0.76,0.41,12.0,75.0
大崎琴未,2021-12,東レアローズ,14,6,1,2,7,19,10,0,52.6,52.6,0,0,0,5,27,1,3,7,4,3,1,16,,1.43,0.71,7.4,87.5
大崎琴未,2022-01,東レアローズ,14,10,4,3,3,5,4,0,80.0,80.0,0,0,0,2,11,0,2,1,0,0,0,6,,1.33,0.67,-2.3,
大川愛海,2021-10,トヨタ車体クインシーズ,16,1,3,0,3,36,7,6,19.4,2.8,11,0,2,0,7,0,0,2,7,2,2,7,0.0,2.33,0.0,7.1,42.9
大川愛海,2021-12,トヨタ車体クインシーズ,16,2,6,0,4,24,9,3,37.5,25.0,2,0,0,0,13,0,0,4,20,12,4,9,0.0,2.25,0.0,7.7,70.0
大川愛海,2022-01,トヨタ車体クインシーズ,16,8,13,2,21,206,66,18,32.0,23.3,39,7,5,4,108,6,6,34,8,3,2,76,17.9,3.14,0.19,12.0,50.0
大川愛海,2022-02,トヨタ車体クインシーズ,16,6,2,2,8,78,27,5,34.6,28.2,26,6,3,3,39,4,4,18,1,0,0,34,23.1,3.38,0.38,19.2,0.0
大竹里歩,2021-10,久光スプリングス,10,17,7,5,16,45,24,2,53.3,48.9,0,0,0,8,57,2,1,14,4,1,3,34,,1.5,0.5,9.2,62.5
大竹里歩,2021-11,久光スプリングス,10,10,9,3,12,31,12,3,38.7,29.0,1,0,0,5,36,1,3,7,8,3,0,18,0.0,1.0,0.42,5.6,37.5
大竹里歩,2021-12,久光スプリングス,10,5,4,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大竹里歩,2022-01,久光スプリングス,10,3,2,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大竹里歩,2022-02,久光スプリングス,10,4,3,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
孫田菜奈,2021-10,ヴィクトリーナ姫路,12,8,17,1,22,133,40,10,30.1,22.6,1,0,0,4,65,2,2,20,192,85,37,46,0.0,1.82,0.18,10.0,53.9
孫田菜奈,2021-11,ヴィクトリーナ姫路,12,11,14,2,22,97,26,8,26.8,18.6,1,0,0,2,25,1,3,8,73,36,22,29,0.0,1.18,0.09,9.0,64.4
孫田菜奈,2021-12,ヴィクトリーナ姫路,12,4,5,1,8,61,22,5,36.1,27.9,1,1,0,1,14,1,0,2,52,31,6,24,100.0,2.75,0.12,10.7,65.4
孫田菜奈,2022-01,ヴィクトリーナ姫路,12,5,9,0,10,71,18,2,25.4,22.5,1,0,0,2,20,1,0,4,43,17,17,21,0.0,1.8,0.2,10.0,59.3
孫田菜奈,2022-02,ヴィクトリーナ姫路,12,2,6,0,6,21,7,2,33.3,23.8,1,0,0,0,5,1,0,1,26,7,6,8,0.0,1.17,0.0,25.0,38.5
宇賀神みずき,2021-10,岡山シーガルズ,5,9,12,2,19,0,0,0,,,0,0,0,2,27,0,0,2,0,0,0,2,,0.0,0.11,1.9,
宇賀神みずき,2021-11,岡山シーガルズ,5,2,6,0,5,0,0,0,,,0,0,0,0,5,0,0,0,0,0,0,0,,0.0,0.0,0.0,
安井由香子,2021-10,トヨタ車体クインシーズ,15,2,9,0,11,0,0,0,,,0,0,0,0,0,0,0,0,64,30,13,0,,0.0,0.0,,57.0
安井由香子,2021-11,トヨタ車体クインシーズ,15,2,12,0,14,0,0,0,,,0,0,0,0,0,0,0,0,112,60,24,0,,0.0,0.0,,64.3
安田梨夏,2022-02,岡山シーガルズ,19,3,1,1,4,0,0,0,,,0,0,0,0,0,0,0,0,3,0,2,0,,0.0,0.0,,33.3
室岡莉乃,2021-10,日立Astemoリヴァーレ,16,10,16,2,20,38,11,3,28.9,21.1,2,0,0,1,32,2,2,8,62,21,10,14,0.0,0.55,0.05,10.9,41.9
室岡莉乃,2021-11,日立Astemoリヴァーレ,16,11,11,3,22,226,74,15,32.7,26.1,9,2,3,5,73,1,2,9,96,26,37,80,22.2,3.36,0.23,3.8,46.4
室岡莉乃,2021-12,日立Astemoリヴァーレ,16,4,5,1,9,65,17,5,26.2,18.5,1,0,1,0,34,1,0,13,52,17,7,18,0.0,1.89,0.0,12.5,39.4
室岡莉乃,2022-01,日立Astemoリヴァーレ,16,6,16,1,16,19,10,0,52.6,52.6,0,0,0,0,18,0,1,4,13,7,1,10,,0.62,0.0,4.2,57.7
宮下遥,2021-10,岡山シーガルズ,14,9,12,2,19,2,0,0,0.0,0.0,0,0,0,0,63,0,0,18,0,0,0,0,,0.0,0.0,7.1,
宮下遥,2021-11,岡山シーガルズ,14,7,15,1,21,2,0,0,0.0,0.0,0,0,0,2,57,3,1,14,1,0,0,5,,0.0,0.1,11.0,0.0
宮下遥,2021-12,岡山シーガルズ,14,1,6,0,7,0,0,0,,,0,0,0,0,10,0,0,2,1,0,0,0,,0.0,0.0,5.0,0.0
宮下遥,2022-01,岡山シーガルズ,14,8,7,2,13,10,4,0,40.0,40.0,0,0,0,2,37,1,0,6,2,0,0,7,,0.31,0.15,6.8,0.0
宮下遥,2022-02,岡山シーガルズ,14,3,4,1,7,0,0,0,,,0,0,0,2,25,2,0,3,1,0,0,4,,0.0,0.29,11.0,0.0
宮地佳乃,2021-10,ヴィクトリーナ姫路,8,8,17,1,18,81,34,5,42.0,35.8,0,0,0,5,44,3,6,16,5,3,1,42,,1.89,0.28,12.5,70.0
宮地佳乃,2021-11,ヴィクトリーナ姫路,8,11,14,2,23,113,50,6,44.2,38.9,2,0,0,3,58,0,7,20,5,2,1,53,0.0,2.17,0.13,5.6,50.0
宮地佳乃,2021-12,ヴィクトリーナ姫路,8,4,5,1,7,27,11,4,40.7,25.9,0,0,0,2,15,0,3,4,0,0,0,13,,1.57,0.29,1.7,
宮地佳乃,2022-02,ヴィクトリーナ姫路,8,2,6,0,6,10,4,0,40.0,40.0,0,0,0,0,14,0,1,4,2,1,1,4,,0.67,0.0,5.4,75.0
小出雛,2021-10,トヨタ車体クインシーズ,14,1,9,0,6,0,0,0,,,0,0,0,0,0,0,0,0,27,11,5,0,,0.0,0.0,,50.0
小出雛,2021-11,トヨタ車体クインシーズ,14,1,9,0,7,0,0,0,,,0,0,0,0,0,0,0,0,34,13,12,0,,0.0,0.0,,55.9
小出雛,2021-12,トヨタ車体クインシーズ,14,2,6,0,8,0,0,0,,,0,0,0,0,0,0,0,0,21,11,3,0,,0.0,0.0,,59.5
小口樹葉,2021-10,デンソーエアリービーズ,9,14,8,4,12,0,0,0,,,0,0,0,0,0,0,0,0,14,8,2,0,,0.0,0.0,,64.3
小口樹葉,2021-11,デンソーエアリービーズ,9,16,7,5,12,0,0,0,,,0,0,0,0,0,0,0,0,13,6,3,0,,0.0,0.0,,57.7
小口樹葉,2021-12,デンソーエアリービーズ,9,1,6,0,2,0,0,0,,,0,0,0,0,0,0,0,0,2,0,2,0,,0.0,0.0,,50.0
小口樹葉,2022-01,デンソーエアリービーズ,9,6,3,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小口樹葉,2022-02,デンソーエアリービーズ,9,3,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小島満菜美,2021-10,NECレッドロケッツ,16,16,8,5,24,0,0,0,,,0,0,0,0,0,0,0,0,72,34,13,0,,0.0,0.0,,56.2
小島満菜美,2021-11,NECレッドロケッツ,16,15,7,5,12,0,0,0,,,0,0,0,0,0,0,0,0,64,25,24,0,,0.0,0.0,,57.8
小島満菜美,2021-12,NECレッドロケッツ,16,3,3,1,6,0,0,0,,,0,0,0,0,0,0,0,0,24,8,9,0,,0.0,0.0,,52.1
小島満菜美,2022-01,NECレッドロケッツ,16,3,3,1,6,0,0,0,,,0,0,0,0,0,0,0,0,25,8,8,0,,0.0,0.0,,48.0
小川愛里奈,2021-10,東レアローズ,8,17,6,5,23,122,57,6,46.7,41.8,1,1,0,9,85,6,5,24,3,2,0,72,100.0,2.48,0.39,12.6,66.7
小川愛里奈,2021-11,東レアローズ,8,13,7,4,20,86,37,1,43.0,41.9,0,0,0,3,51,1,6,12,11,7,2,41,,1.85,0.15,4.9,72.7
小川愛里奈,2021-12,東レアローズ,8,6,1,2,7,40,19,1,47.5,45.0,0,0,0,1,25,4,4,1,1,0,1,24,,2.71,0.14,13.0,50.0
小川愛里奈,2022-01,東レアローズ,8,10,4,3,14,46,25,1,54.3,52.2,0,0,0,5,55,5,5,17,4,2,0,35,,1.79,0.36,14.5,50.0
小幡真子,2021-10,JTマーヴェラス,15,18,3,6,19,0,0,0,,,0,0,0,0,0,0,0,0,66,44,11,0,,0.0,0.0,,75.0
小幡真子,2021-11,JTマーヴェラス,15,16,5,5,21,0,0,0,,,0,0,0,0,0,0,0,0,75,44,13,0,,0.0,0.0,,67.3
小幡真子,2021-12,JTマーヴェラス,15,6,1,2,7,0,0,0,,,0,0,0,0,0,0,0,0,45,32,8,0,,0.0,0.0,,80.0
小幡真子,2022-01,JTマーヴェラス,15,6,2,2,8,0,0,0,,,0,0,0,0,0,0,0,0,32,20,3,0,,0.0,0.0,,67.2
小幡真子,2022-02,JTマーヴェラス,15,5,3,1,8,0,0,0,,,0,0,0,0,0,0,0,0,35,19,10,0,,0.0,0.0,,68.6
小杉凜華,2021-10,KUROBEアクアフェアリーズ,14,2,18,0,19,205,70,7,34.1,30.7,22,5,3,3,57,1,3,17,153,59,42,74,22.7,3.68,0.16,7.9,52.3
小杉凜華,2021-11,KUROBEアクアフェアリーズ,14,2,18,0,12,87,20,7,23.0,14.9,4,1,0,1,27,1,3,4,41,22,5,22,25.0,1.67,0.08,4.6,59.8
小杉凜華,2021-12,KUROBEアクアフェアリーズ,14,6,2,2,7,9,5,0,55.6,55.6,0,0,0,0,14,1,0,4,20,7,5,6,,0.71,0.0,14.3,47.5
小杉凜華,2022-01,KUROBEアクアフェアリーズ,14,4,8,1,4,21,4,1,19.0,14.3,2,0,0,0,14,0,1,6,30,12,9,4,0.0,1.0,0.0,8.9,55.0
小池杏菜,2021-10,日立Astemoリヴァーレ,6,10,16,2,16,0,0,0,,,0,0,0,0,0,0,0,0,8,4,3,0,,0.0,0.0,,68.8
小池杏菜,2021-11,日立Astemoリヴァーレ,6,11,11,3,11,0,0,0,,,0,0,0,0,0,0,0,0,2,0,1,0,,0.0,0.0,,25.0
小池杏菜,2021-12,日立Astemoリヴァーレ,6,4,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小池杏菜,2022-01,日立Astemoリヴァーレ,6,6,16,1,16,0,0,0,,,0,0,0,0,0,0,0,0,24,12,6,0,,0.0,0.0,,62.5
小西愛衣,2021-10,KUROBEアクアフェアリーズ,2,2,18,0,4,2,1,0,50.0,50.0,0,0,0,0,9,0,2,2,0,0,0,1,,0.25,0.0,0.0,
