名前,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
ヌクジャンタットダオ,JTマーヴェラス,7,73,27,23,87,283,145,14,51.2,46.3,1,0,0,60,274,10,14,69,14,4,7,215,0.0,1.67,0.69,8.7,53.6
バムルンスックハッタヤ,トヨタ車体クインシーズ,20,37,74,8,102,453,181,25,40.0,34.4,0,0,0,75,301,17,18,84,23,18,2,273,,1.77,0.74,11.1,82.6
バルデスメリーサ,PFUブルーキャッツ,23,40,47,11,84,920,397,55,43.2,37.2,227,106,17,29,293,17,43,56,9,5,2,443,46.7,4.73,0.35,6.9,66.7
ヒックマンジャスティス,JTマーヴェラス,14,60,18,19,29,155,44,9,28.4,22.6,18,5,2,10,71,2,3,22,162,73,35,56,27.8,1.52,0.34,9.5,55.9
ブンダサックジャラスポーン,デンソーエアリービーズ,8,53,49,16,8,19,7,0,36.8,36.8,0,0,0,2,14,0,2,3,7,3,3,9,,0.88,0.25,1.8,64.3
プラクセレステ,ヴィクトリーナ姫路,6,42,71,6,104,1275,506,63,39.7,34.7,218,84,19,49,356,16,26,118,83,26,23,571,38.5,4.87,0.47,11.0,45.2
ラッツメレーテ,KUROBEアクアフェアリーズ,11,13,49,3,60,692,235,48,34.0,27.0,141,49,21,42,169,14,27,47,0,0,0,291,34.8,3.92,0.7,11.2,
ロビンソンケルシー,トヨタ車体クインシーズ,3,36,68,8,104,1393,574,94,41.2,34.5,258,102,32,29,339,16,28,115,540,291,134,619,39.5,5.52,0.28,11.1,66.3
万代真奈美,久光スプリングス,9,4,3,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
上坂瑠子,日立Astemoリヴァーレ,1,48,63,12,101,902,283,54,31.4,25.4,45,11,4,27,384,17,28,119,695,319,159,327,24.4,2.8,0.27,10.4,57.3
上沢沙織,日立Astemoリヴァーレ,4,48,63,12,18,0,0,0,,,0,0,0,0,27,0,3,6,0,0,0,0,,0.0,0.0,2.8,
上野香織,NECレッドロケッツ,6,9,0,3,3,0,0,0,,,0,0,0,0,3,0,1,2,0,0,0,0,,0.0,0.0,8.3,
中元南,デンソーエアリービーズ,1,58,55,17,103,1030,346,69,33.6,26.9,176,40,16,18,411,11,36,111,642,267,179,375,22.7,3.36,0.17,7.2,55.5
中屋夏澄,トヨタ車体クインシーズ,13,21,50,4,14,124,32,9,25.8,18.5,26,5,2,2,33,2,4,8,0,0,0,36,19.2,2.29,0.14,9.1,
中山夏菜子,KUROBEアクアフェアリーズ,20,2,27,0,21,73,19,4,26.0,20.5,1,0,0,6,55,2,7,8,2,1,0,27,0.0,0.9,0.29,4.1,50.0
中島未来,東レアローズ,6,73,28,22,55,0,0,0,,,0,0,0,0,0,0,0,0,271,122,79,0,,0.0,0.0,,59.6
中川美柚,久光スプリングス,14,60,32,17,87,466,162,14,34.8,31.8,13,0,2,27,294,17,15,81,409,209,91,206,0.0,1.86,0.31,11.4,62.2
中本柚朱,岡山シーガルズ,33,12,24,3,22,126,40,8,31.7,25.4,2,0,1,2,43,0,2,10,83,41,20,42,0.0,1.82,0.09,4.7,61.4
中村安里,日立Astemoリヴァーレ,11,37,51,9,1,2,0,0,0.0,0.0,0,0,0,0,2,0,1,0,0,0,0,0,,0.0,0.0,-12.5,
中田紫乃,東レアローズ,5,73,28,22,73,276,95,15,34.4,29.0,4,2,0,14,191,10,14,57,353,148,97,119,50.0,1.3,0.19,10.9,55.7
井上奈々朱,東レアローズ,1,73,28,22,62,160,80,10,50.0,43.8,0,0,0,26,194,6,33,49,11,7,1,112,,1.29,0.42,5.2,68.2
井上愛里沙,久光スプリングス,5,67,35,19,87,1058,408,38,38.6,35.0,116,30,6,36,353,12,24,121,231,99,69,456,25.9,4.69,0.41,10.3,57.8
井上琴絵,NECレッドロケッツ,20,74,34,22,90,0,0,0,,,0,0,0,0,0,0,0,0,67,31,19,0,,0.0,0.0,,60.4
井上美咲,久光スプリングス,2,67,35,19,51,2,1,0,50.0,50.0,0,0,0,0,78,3,7,16,0,0,0,4,,0.02,0.0,6.7,
仁井田桃子,埼玉上尾メディックス,19,47,35,13,29,88,23,5,26.1,20.5,4,1,0,2,42,1,6,10,78,29,23,26,25.0,0.79,0.07,4.8,51.9
今村優香,久光スプリングス,12,43,25,12,30,275,98,30,35.6,24.7,13,4,2,5,91,3,14,15,127,68,22,106,30.8,3.27,0.17,3.6,62.2
付欣田,岡山シーガルズ,24,34,44,10,53,202,84,10,41.6,36.6,1,0,0,26,141,1,4,25,12,1,7,111,0.0,1.58,0.49,4.4,37.5
佐々木千紘,ヴィクトリーナ姫路,14,42,74,6,115,514,202,36,39.3,32.3,0,0,0,44,368,13,47,107,38,22,9,259,,1.76,0.38,7.6,69.7
佐々木海空,埼玉上尾メディックス,16,9,1,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐伯亜魅加,岡山シーガルズ,2,27,23,8,37,353,131,13,37.1,33.4,3,0,1,8,82,3,4,12,121,31,27,142,0.0,3.54,0.22,6.1,36.8
佐藤優花,埼玉上尾メディックス,10,57,46,16,96,861,326,33,37.9,34.0,53,10,3,13,271,13,39,42,388,106,100,352,18.9,3.4,0.14,5.1,40.2
佐藤吉野,デンソーエアリービーズ,18,15,15,4,3,1,0,1,0.0,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐藤彩乃,KUROBEアクアフェアリーズ,17,0,6,0,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
佐藤愛美,岡山シーガルズ,6,44,59,11,73,420,138,25,32.9,26.9,14,1,3,11,155,2,8,26,200,92,38,151,7.1,1.89,0.15,4.2,55.5
入澤まい,日立Astemoリヴァーレ,14,42,60,10,31,54,23,4,42.6,35.2,0,0,0,8,52,3,6,16,8,4,3,34,,0.74,0.26,10.6,68.8
兵頭由希,デンソーエアリービーズ,24,58,55,17,92,892,332,32,37.2,33.6,78,22,6,12,315,6,9,79,383,147,112,350,28.2,3.61,0.13,7.5,53.0
内瀬戸真実,埼玉上尾メディックス,9,57,46,16,102,954,334,48,35.0,30.0,27,3,3,28,360,11,47,52,586,318,123,373,11.1,3.27,0.27,3.4,64.8
前田明里,岡山シーガルズ,23,4,18,0,15,75,20,7,26.7,17.3,0,0,0,1,15,0,1,3,24,8,5,21,,1.33,0.07,3.3,43.8
加地春花,トヨタ車体クインシーズ,12,35,62,8,21,1,0,0,0.0,0.0,0,0,0,0,20,0,8,5,2,0,0,0,,0.0,0.0,-3.8,0.0
加藤光,久光スプリングス,7,33,17,9,14,126,41,7,32.5,27.0,0,0,0,1,49,1,5,18,67,28,19,43,,2.93,0.07,8.7,56.0
原幸歩,トヨタ車体クインシーズ,4,1,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
及川真夢,岡山シーガルズ,8,44,59,11,84,398,152,13,38.2,34.9,0,0,0,29,263,11,13,69,36,21,6,192,,1.81,0.35,9.5,66.7
古市梨乃,ヴィクトリーナ姫路,18,13,20,2,15,105,41,8,39.0,31.4,1,0,0,1,45,3,4,15,78,27,18,45,0.0,2.73,0.07,12.8,46.2
古谷ちなみ,NECレッドロケッツ,11,45,24,14,23,232,82,13,35.3,29.7,34,12,5,5,67,6,9,14,125,39,41,93,35.3,3.57,0.22,10.8,47.6
古賀紗理那,NECレッドロケッツ,2,74,37,22,97,914,362,44,39.6,34.8,132,42,13,36,357,11,23,126,438,202,118,409,31.8,3.73,0.37,10.3,59.6
合屋咲希,PFUブルーキャッツ,7,25,40,5,18,2,1,0,50.0,50.0,0,0,0,0,2,0,0,1,21,7,6,1,,0.06,0.0,12.5,47.6
吉岡美晴,岡山シーガルズ,4,41,52,10,45,414,132,14,31.9,28.5,3,0,1,7,122,1,2,38,213,89,45,140,0.0,2.93,0.16,8.2,52.3
吉田美海,デンソーエアリービーズ,5,7,10,2,3,0,0,0,,,0,0,0,0,6,0,1,1,0,0,0,0,,0.0,0.0,0.0,
周田夏紀,トヨタ車体クインシーズ,5,37,74,8,66,85,30,5,35.3,29.4,0,0,0,4,154,9,28,37,5,4,1,43,,0.45,0.06,7.3,90.0
和才奈々美,PFUブルーキャッツ,33,44,56,11,16,1,0,1,0.0,-100.0,0,0,0,0,0,0,0,0,14,7,3,0,,0.0,0.0,,60.7
和田由紀子,JTマーヴェラス,16,73,27,23,65,286,122,18,42.7,36.4,23,7,4,14,54,4,11,14,62,33,12,140,30.4,1.88,0.22,8.8,62.9
坂本侑,東レアローズ,15,67,26,20,12,0,0,0,,,0,0,0,0,18,0,2,3,0,0,0,0,,0.0,0.0,1.4,
坊野明里,ヴィクトリーナ姫路,23,29,45,4,13,5,0,0,0.0,0.0,0,0,0,1,25,0,1,5,0,0,0,1,,0.0,0.08,4.0,
城戸うらん,岡山シーガルズ,17,1,3,0,1,0,0,0,,,0,0,0,0,1,0,0,0,3,1,2,0,,0.0,0.0,0.0,66.7
堀口あやか,PFUブルーキャッツ,11,44,56,11,44,94,30,2,31.9,29.8,1,0,0,0,63,1,14,16,45,15,15,31,0.0,0.68,0.0,2.4,50.0
堀込奈央,ヴィクトリーナ姫路,7,41,71,6,58,0,0,0,,,0,0,0,0,77,0,2,27,0,0,0,0,,0.0,0.0,8.1,
堤亜里菜,ヴィクトリーナ姫路,24,7,9,1,2,5,1,2,20.0,-20.0,0,0,0,0,1,0,1,0,0,0,0,1,,0.5,0.0,-25.0,
塚田しおり,NECレッドロケッツ,3,74,37,22,98,18,10,0,55.6,55.6,0,0,0,8,223,1,7,54,3,0,0,19,,0.1,0.08,5.7,0.0
境紗里奈,日立Astemoリヴァーレ,10,48,63,12,82,18,6,0,33.3,33.3,0,0,0,4,210,4,6,43,2,0,0,14,,0.07,0.05,6.3,0.0
大元朱菜,ヴィクトリーナ姫路,3,28,54,4,18,32,13,1,40.6,37.5,0,0,0,1,41,2,7,14,5,2,1,16,,0.72,0.06,9.1,50.0
大崎琴未,東レアローズ,14,73,28,22,42,79,39,2,49.4,46.8,0,0,0,16,157,9,13,33,9,7,1,64,,0.93,0.38,8.9,83.3
大川愛海,トヨタ車体クインシーズ,16,32,41,8,68,644,206,61,32.0,22.5,163,39,20,15,302,14,16,98,40,19,8,235,23.9,3.03,0.22,11.4,57.5
大竹里歩,久光スプリングス,10,59,32,17,29,76,36,5,47.4,40.8,1,0,0,13,93,3,4,21,12,4,3,52,0.0,1.24,0.45,7.8,45.8
孫田菜奈,ヴィクトリーナ姫路,12,42,74,6,95,533,161,38,30.2,23.1,8,1,0,12,179,8,12,48,519,230,121,181,12.5,1.69,0.13,9.5,56.0
宇賀神みずき,岡山シーガルズ,5,14,19,3,25,0,0,0,,,0,0,0,2,33,0,0,3,0,0,0,2,,0.0,0.08,2.3,
安井由香子,トヨタ車体クインシーズ,15,4,21,0,25,0,0,0,,,0,0,0,0,0,0,0,0,176,90,37,0,,0.0,0.0,,61.6
安田梨夏,岡山シーガルズ,19,13,13,4,23,0,0,0,,,0,0,0,0,5,0,1,2,13,8,3,0,,0.0,0.0,5.0,73.1
室岡莉乃,日立Astemoリヴァーレ,16,48,63,12,85,388,128,26,33.0,26.3,12,2,4,7,192,5,7,39,281,92,76,140,16.7,1.51,0.08,6.8,46.3
宮下遥,岡山シーガルズ,14,44,59,11,96,26,12,0,46.2,46.2,2,0,0,10,300,9,3,62,7,0,0,31,0.0,0.12,0.1,7.9,0.0
宮地佳乃,ヴィクトリーナ姫路,8,37,65,6,59,251,103,16,41.0,34.7,2,0,0,10,146,3,18,50,14,7,3,116,0.0,1.75,0.17,7.5,60.7
