No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,山本映樹,4,■,■,■,■,,20,10,0,50.0,2.50,1,0,0,0.0,2,0.50,14,2,4,4,14.3,0,0.0,0.0,-,703,2017-11-18,2017,11,18,,日野市市民の森ふれあいホール,近畿クラブスフィーダ,兵庫デルフィーノ,森田亜貴斗,,3,1,4,Win,101,88,101,11:00,12:50,70,佐々木克之,古川浩洋,及川千春,土屋明美,Home
2,,梶野喜宏,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,703,2017-11-18,2017,11,18,,日野市市民の森ふれあいホール,近畿クラブスフィーダ,兵庫デルフィーノ,森田亜貴斗,,3,1,4,Win,101,88,101,11:00,12:50,70,佐々木克之,古川浩洋,及川千春,土屋明美,Home
3,,河戸俊亮,4,■,■,■,■,,14,9,1,64.3,2.25,0,0,0,-,2,0.50,15,1,1,8,18.3,0,0.0,0.0,-,703,2017-11-18,2017,11,18,,日野市市民の森ふれあいホール,近畿クラブスフィーダ,兵庫デルフィーノ,森田亜貴斗,,3,1,4,Win,101,88,101,11:00,12:50,70,佐々木克之,古川浩洋,及川千春,土屋明美,Home
4,,北村將,4,□,□,■,■,,16,9,1,56.2,2.25,0,0,0,-,0,-,13,1,0,4,15.4,28,9.0,10.0,50.0,703,2017-11-18,2017,11,18,,日野市市民の森ふれあいホール,近畿クラブスフィーダ,兵庫デルフィーノ,森田亜貴斗,,3,1,4,Win,101,88,101,11:00,12:50,70,佐々木克之,古川浩洋,及川千春,土屋明美,Home
6,,柿木秀人,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,6,1,1,3,25.0,0,0.0,0.0,-,703,2017-11-18,2017,11,18,,日野市市民の森ふれあいホール,近畿クラブスフィーダ,兵庫デルフィーノ,森田亜貴斗,,3,1,4,Win,101,88,101,11:00,12:50,70,佐々木克之,古川浩洋,及川千春,土屋明美,Home
7,,石田康祐,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,703,2017-11-18,2017,11,18,,日野市市民の森ふれあいホール,近畿クラブスフィーダ,兵庫デルフィーノ,森田亜貴斗,,3,1,4,Win,101,88,101,11:00,12:50,70,佐々木克之,古川浩洋,及川千春,土屋明美,Home
9,,本多駿,4,■,■,■,■,,50,19,6,38.0,4.75,8,4,2,50.0,3,0.75,18,0,0,8,11.1,4,2.0,0.0,50.0,703,2017-11-18,2017,11,18,,日野市市民の森ふれあいホール,近畿クラブスフィーダ,兵庫デルフィーノ,森田亜貴斗,,3,1,4,Win,101,88,101,11:00,12:50,70,佐々木克之,古川浩洋,及川千春,土屋明美,Home
11,,桑原瑠星,4,■,■,□,□,,14,5,0,35.7,1.25,0,0,0,-,0,-,7,0,3,4,3.6,25,7.0,7.0,42.0,703,2017-11-18,2017,11,18,,日野市市民の森ふれあいホール,近畿クラブスフィーダ,兵庫デルフィーノ,森田亜貴斗,,3,1,4,Win,101,88,101,11:00,12:50,70,佐々木克之,古川浩洋,及川千春,土屋明美,Home
12,,中田雄大,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,1,0.25,15,0,1,6,8.3,0,0.0,0.0,-,703,2017-11-18,2017,11,18,,日野市市民の森ふれあいホール,近畿クラブスフィーダ,兵庫デルフィーノ,森田亜貴斗,,3,1,4,Win,101,88,101,11:00,12:50,70,佐々木克之,古川浩洋,及川千春,土屋明美,Home
14,L,有薗亮平,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,703,2017-11-18,2017,11,18,,日野市市民の森ふれあいホール,近畿クラブスフィーダ,兵庫デルフィーノ,森田亜貴斗,,3,1,4,Win,101,88,101,11:00,12:50,70,佐々木克之,古川浩洋,及川千春,土屋明美,Home
