No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
2,,言上真一,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2019-11-23,2019,11,23,,西部生涯スポーツセンター体育館,奈良ドリーマーズ,サフィルヴァ北海道,山本雅史,丹下雅行,3,2,5,Win,107,101,111,12:00,14:10,150,田野昭彦,藤木博文,上村英紀,新宅希望,Home
3,,檀上正健,2,,,□,■,,4,0,0,0.0,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,801,2019-11-23,2019,11,23,,西部生涯スポーツセンター体育館,奈良ドリーマーズ,サフィルヴァ北海道,山本雅史,丹下雅行,3,2,5,Win,107,101,111,12:00,14:10,150,田野昭彦,藤木博文,上村英紀,新宅希望,Home
4,,下町浩二,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2019-11-23,2019,11,23,,西部生涯スポーツセンター体育館,奈良ドリーマーズ,サフィルヴァ北海道,山本雅史,丹下雅行,3,2,5,Win,107,101,111,12:00,14:10,150,田野昭彦,藤木博文,上村英紀,新宅希望,Home
5,L,小寺秀哉,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2019-11-23,2019,11,23,,西部生涯スポーツセンター体育館,奈良ドリーマーズ,サフィルヴァ北海道,山本雅史,丹下雅行,3,2,5,Win,107,101,111,12:00,14:10,150,田野昭彦,藤木博文,上村英紀,新宅希望,Home
7,,有津翔太,5,■,■,■,■,■,25,13,3,52.0,2.60,0,0,0,-,1,0.20,16,0,2,2,0.0,0,0.0,0.0,-,801,2019-11-23,2019,11,23,,西部生涯スポーツセンター体育館,奈良ドリーマーズ,サフィルヴァ北海道,山本雅史,丹下雅行,3,2,5,Win,107,101,111,12:00,14:10,150,田野昭彦,藤木博文,上村英紀,新宅希望,Home
9,,高橋和希,5,■,■,■,■,■,3,1,0,33.3,0.20,0,0,0,-,1,0.20,19,0,1,2,1.3,0,0.0,0.0,-,801,2019-11-23,2019,11,23,,西部生涯スポーツセンター体育館,奈良ドリーマーズ,サフィルヴァ北海道,山本雅史,丹下雅行,3,2,5,Win,107,101,111,12:00,14:10,150,田野昭彦,藤木博文,上村英紀,新宅希望,Home
11,,後藤和志,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2019-11-23,2019,11,23,,西部生涯スポーツセンター体育館,奈良ドリーマーズ,サフィルヴァ北海道,山本雅史,丹下雅行,3,2,5,Win,107,101,111,12:00,14:10,150,田野昭彦,藤木博文,上村英紀,新宅希望,Home
12,,川村幸司,5,■,■,■,■,■,30,15,2,50.0,3.00,3,1,0,33.3,1,0.20,17,0,1,5,5.9,22,7.0,4.0,40.9,801,2019-11-23,2019,11,23,,西部生涯スポーツセンター体育館,奈良ドリーマーズ,サフィルヴァ北海道,山本雅史,丹下雅行,3,2,5,Win,107,101,111,12:00,14:10,150,田野昭彦,藤木博文,上村英紀,新宅希望,Home
14,,杉谷祐磨,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,801,2019-11-23,2019,11,23,,西部生涯スポーツセンター体育館,奈良ドリーマーズ,サフィルヴァ北海道,山本雅史,丹下雅行,3,2,5,Win,107,101,111,12:00,14:10,150,田野昭彦,藤木博文,上村英紀,新宅希望,Home
15,,上竣,5,■,■,■,■,■,36,21,2,58.3,4.20,15,10,2,66.7,0,-,17,1,7,3,0.0,1,0.0,0.0,0.0,801,2019-11-23,2019,11,23,,西部生涯スポーツセンター体育館,奈良ドリーマーズ,サフィルヴァ北海道,山本雅史,丹下雅行,3,2,5,Win,107,101,111,12:00,14:10,150,田野昭彦,藤木博文,上村英紀,新宅希望,Home
