No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
2,,山口功太郎,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,901,2018-11-10,2018,11,10,,忠和公園体育館,ヴォレアス北海道,東京トヨペットグリーンスパークル,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,76,63,70,13:00,14:23,803,大江憲一,早坂行博,坂本雅春,藤原啓子,Home
3,,田城貴之,3,■,■,■,,,6,3,1,50.0,1.00,0,0,0,-,2,0.67,9,1,4,0,0.0,0,0.0,0.0,-,901,2018-11-10,2018,11,10,,忠和公園体育館,ヴォレアス北海道,東京トヨペットグリーンスパークル,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,76,63,70,13:00,14:23,803,大江憲一,早坂行博,坂本雅春,藤原啓子,Home
4,,古田史郎,3,■,■,■,,,28,13,2,46.4,4.33,11,4,1,36.4,4,1.33,13,1,2,3,9.6,0,0.0,0.0,-,901,2018-11-10,2018,11,10,,忠和公園体育館,ヴォレアス北海道,東京トヨペットグリーンスパークル,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,76,63,70,13:00,14:23,803,大江憲一,早坂行博,坂本雅春,藤原啓子,Home
5,,家近滉一,3,■,■,■,,,12,6,1,50.0,2.00,0,0,0,-,0,-,11,0,4,1,-6.8,22,11.0,5.0,61.4,901,2018-11-10,2018,11,10,,忠和公園体育館,ヴォレアス北海道,東京トヨペットグリーンスパークル,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,76,63,70,13:00,14:23,803,大江憲一,早坂行博,坂本雅春,藤原啓子,Home
6,,中村修平,2,■,■,,,,0,0,0,-,-,0,0,0,-,0,-,7,1,2,1,10.7,0,0.0,0.0,-,901,2018-11-10,2018,11,10,,忠和公園体育館,ヴォレアス北海道,東京トヨペットグリーンスパークル,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,76,63,70,13:00,14:23,803,大江憲一,早坂行博,坂本雅春,藤原啓子,Home
7,,関根俊哉,3,■,■,■,,,7,4,1,57.1,1.33,0,0,0,-,1,0.33,13,0,1,2,1.9,1,1.0,0.0,100.0,901,2018-11-10,2018,11,10,,忠和公園体育館,ヴォレアス北海道,東京トヨペットグリーンスパークル,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,76,63,70,13:00,14:23,803,大江憲一,早坂行博,坂本雅春,藤原啓子,Home
8,,野坂尚哉,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,901,2018-11-10,2018,11,10,,忠和公園体育館,ヴォレアス北海道,東京トヨペットグリーンスパークル,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,76,63,70,13:00,14:23,803,大江憲一,早坂行博,坂本雅春,藤原啓子,Home
9,,加藤伊織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,901,2018-11-10,2018,11,10,,忠和公園体育館,ヴォレアス北海道,東京トヨペットグリーンスパークル,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,76,63,70,13:00,14:23,803,大江憲一,早坂行博,坂本雅春,藤原啓子,Home
10,L,白石啓丈,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,8.0,4.0,83.3,901,2018-11-10,2018,11,10,,忠和公園体育館,ヴォレアス北海道,東京トヨペットグリーンスパークル,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,76,63,70,13:00,14:23,803,大江憲一,早坂行博,坂本雅春,藤原啓子,Home
11,L,藤村昇太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,901,2018-11-10,2018,11,10,,忠和公園体育館,ヴォレアス北海道,東京トヨペットグリーンスパークル,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,76,63,70,13:00,14:23,803,大江憲一,早坂行博,坂本雅春,藤原啓子,Home
