No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,飯塚俊彦,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,東京ヴェルディ,近畿クラブスフィーダ,瀧澤利一,,3,0,3,Win,75,53,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Home
2,L,浅岡遥太,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,東京ヴェルディ,近畿クラブスフィーダ,瀧澤利一,,3,0,3,Win,75,53,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Home
3,L,早瀬省吾,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,12.0,0.0,63.2,701,2016-11-05,2016,11,05,,須坂市市民体育館,東京ヴェルディ,近畿クラブスフィーダ,瀧澤利一,,3,0,3,Win,75,53,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Home
5,,中村耕平,3,■,■,■,,,15,13,0,86.7,4.33,9,8,0,88.9,2,0.67,15,1,2,9,20.3,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,東京ヴェルディ,近畿クラブスフィーダ,瀧澤利一,,3,0,3,Win,75,53,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Home
7,,倉田真,3,■,■,■,,,16,10,2,62.5,3.33,2,1,0,50.0,1,0.33,9,0,3,3,8.3,3,1.0,0.0,33.3,701,2016-11-05,2016,11,05,,須坂市市民体育館,東京ヴェルディ,近畿クラブスフィーダ,瀧澤利一,,3,0,3,Win,75,53,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Home
8,,清水久雄,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,0.0,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,東京ヴェルディ,近畿クラブスフィーダ,瀧澤利一,,3,0,3,Win,75,53,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Home
10,,三浦拓也,3,■,■,■,,,14,8,1,57.1,2.67,3,1,0,33.3,0,-,14,3,4,2,22.1,21,12.0,0.0,57.1,701,2016-11-05,2016,11,05,,須坂市市民体育館,東京ヴェルディ,近畿クラブスフィーダ,瀧澤利一,,3,0,3,Win,75,53,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Home
11,,奥田晃,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,東京ヴェルディ,近畿クラブスフィーダ,瀧澤利一,,3,0,3,Win,75,53,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Home
12,,榎本京祐,3,■,■,■,,,6,5,0,83.3,1.67,0,0,0,-,2,0.67,12,1,5,3,12.9,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,東京ヴェルディ,近畿クラブスフィーダ,瀧澤利一,,3,0,3,Win,75,53,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Home
14,,田尻信太郎,3,■,■,■,,,6,1,0,16.7,0.33,0,0,0,-,0,-,12,0,1,7,14.6,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,東京ヴェルディ,近畿クラブスフィーダ,瀧澤利一,,3,0,3,Win,75,53,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Home
15,,工藤巧,3,□,□,□,,,1,1,0,100.0,0.33,0,0,0,-,0,-,2,0,1,0,0.0,1,0.0,0.0,0.0,701,2016-11-05,2016,11,05,,須坂市市民体育館,東京ヴェルディ,近畿クラブスフィーダ,瀧澤利一,,3,0,3,Win,75,53,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Home
16,,長澤朔,3,■,■,■,,,3,2,0,66.7,0.67,0,0,0,-,2,0.67,7,1,0,2,18.6,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,東京ヴェルディ,近畿クラブスフィーダ,瀧澤利一,,3,0,3,Win,75,53,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Home
25,,與崎風人,1,,,□,,,1,1,0,100.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,東京ヴェルディ,近畿クラブスフィーダ,瀧澤利一,,3,0,3,Win,75,53,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Home
2,,梶野喜宏,3,■,■,■,,,2,0,0,0.0,-,0,0,0,-,0,-,10,0,0,3,7.5,1,0.0,0.0,0.0,701,2016-11-05,2016,11,05,,須坂市市民体育館,近畿クラブスフィーダ,東京ヴェルディ,森博之,森田亜貴斗,0,3,3,Lose,53,75,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Away
3,,河戸俊亮,3,■,■,■,,,8,5,0,62.5,1.67,0,0,0,-,2,0.67,4,0,0,2,12.5,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,近畿クラブスフィーダ,東京ヴェルディ,森博之,森田亜貴斗,0,3,3,Lose,53,75,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Away
7,,石田康祐,3,■,■,■,,,15,4,2,26.7,1.33,0,0,0,-,0,-,9,0,0,5,13.9,23,11.0,0.0,47.8,701,2016-11-05,2016,11,05,,須坂市市民体育館,近畿クラブスフィーダ,東京ヴェルディ,森博之,森田亜貴斗,0,3,3,Lose,53,75,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Away
9,,本多駿,3,■,■,■,,,24,11,1,45.8,3.67,2,1,0,50.0,0,-,10,1,4,1,12.5,13,5.0,0.0,38.5,701,2016-11-05,2016,11,05,,須坂市市民体育館,近畿クラブスフィーダ,東京ヴェルディ,森博之,森田亜貴斗,0,3,3,Lose,53,75,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Away
18,,柿木秀人,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,3,18.8,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,近畿クラブスフィーダ,東京ヴェルディ,森博之,森田亜貴斗,0,3,3,Lose,53,75,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Away
19,,清水夢斗,3,■,■,■,,,7,2,1,28.6,0.67,0,0,0,-,0,-,6,0,1,2,8.3,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,近畿クラブスフィーダ,東京ヴェルディ,森博之,森田亜貴斗,0,3,3,Lose,53,75,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Away
20,,北村將,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,近畿クラブスフィーダ,東京ヴェルディ,森博之,森田亜貴斗,0,3,3,Lose,53,75,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Away
26,,中村郁弥,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,近畿クラブスフィーダ,東京ヴェルディ,森博之,森田亜貴斗,0,3,3,Lose,53,75,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Away
27,,田中絢人,3,■,■,■,,,13,6,2,46.2,2.00,4,2,1,50.0,1,0.33,8,0,4,1,3.1,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,近畿クラブスフィーダ,東京ヴェルディ,森博之,森田亜貴斗,0,3,3,Lose,53,75,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Away
29,,米澤晃希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,近畿クラブスフィーダ,東京ヴェルディ,森博之,森田亜貴斗,0,3,3,Lose,53,75,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Away
30,,南卓磨,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,701,2016-11-05,2016,11,05,,須坂市市民体育館,近畿クラブスフィーダ,東京ヴェルディ,森博之,森田亜貴斗,0,3,3,Lose,53,75,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Away
36,L,森大樹,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,9.0,0.0,47.4,701,2016-11-05,2016,11,05,,須坂市市民体育館,近畿クラブスフィーダ,東京ヴェルディ,森博之,森田亜貴斗,0,3,3,Lose,53,75,67,10:00,11:13,347,田上恵吾,中島俊昌,佐藤和彦,嶋田和明,Away
1,,太田友広,5,■,■,■,■,■,25,11,1,44.0,2.20,1,0,0,0.0,3,0.60,24,3,4,8,20.8,19,12.0,0.0,63.2,702,2016-11-05,2016,11,05,,須坂市市民体育館,兵庫デルフィーノ,千葉ZELVA,岩本正吾,,3,2,5,Win,107,96,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Home
2,,白川佑樹,2,■,■,,,,6,5,0,83.3,2.50,0,0,0,-,0,-,7,0,2,0,0.0,10,4.0,0.0,40.0,702,2016-11-05,2016,11,05,,須坂市市民体育館,兵庫デルフィーノ,千葉ZELVA,岩本正吾,,3,2,5,Win,107,96,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Home
3,,原田将志,4,,□,■,■,■,28,13,6,46.4,3.25,5,1,2,20.0,0,-,9,1,2,2,14.4,1,1.0,0.0,100.0,702,2016-11-05,2016,11,05,,須坂市市民体育館,兵庫デルフィーノ,千葉ZELVA,岩本正吾,,3,2,5,Win,107,96,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Home
4,,大谷充寛,4,□,,■,■,■,4,2,0,50.0,0.50,0,0,0,-,1,0.25,13,0,1,3,5.8,0,0.0,0.0,-,702,2016-11-05,2016,11,05,,須坂市市民体育館,兵庫デルフィーノ,千葉ZELVA,岩本正吾,,3,2,5,Win,107,96,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Home
7,,田中寛人,5,■,■,■,■,■,18,2,1,11.1,0.40,0,0,0,-,4,0.80,21,0,2,5,6.0,0,0.0,0.0,-,702,2016-11-05,2016,11,05,,須坂市市民体育館,兵庫デルフィーノ,千葉ZELVA,岩本正吾,,3,2,5,Win,107,96,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Home
8,,今村雄登,5,■,■,■,■,■,0,0,0,-,-,0,0,0,-,3,0.60,16,1,1,3,9.7,0,0.0,0.0,-,702,2016-11-05,2016,11,05,,須坂市市民体育館,兵庫デルフィーノ,千葉ZELVA,岩本正吾,,3,2,5,Win,107,96,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Home
9,,藤田昴大,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,702,2016-11-05,2016,11,05,,須坂市市民体育館,兵庫デルフィーノ,千葉ZELVA,岩本正吾,,3,2,5,Win,107,96,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Home
10,L,奥長勝之,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,51,35.0,0.0,68.6,702,2016-11-05,2016,11,05,,須坂市市民体育館,兵庫デルフィーノ,千葉ZELVA,岩本正吾,,3,2,5,Win,107,96,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Home
15,,吉田政俊,5,■,■,■,■,■,52,20,4,38.5,4.00,7,5,1,71.4,2,0.40,14,1,3,3,11.1,0,0.0,0.0,-,702,2016-11-05,2016,11,05,,須坂市市民体育館,兵庫デルフィーノ,千葉ZELVA,岩本正吾,,3,2,5,Win,107,96,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Home
17,,壇亮太,2,■,■,,,,12,3,1,25.0,1.50,0,0,0,-,0,-,3,0,1,2,16.7,0,0.0,0.0,-,702,2016-11-05,2016,11,05,,須坂市市民体育館,兵庫デルフィーノ,千葉ZELVA,岩本正吾,,3,2,5,Win,107,96,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Home
3,,藤原裕和,5,■,■,■,■,■,12,4,2,33.3,0.80,0,0,0,-,5,1.00,13,0,0,2,3.8,0,0.0,0.0,-,702,2016-11-05,2016,11,05,,須坂市市民体育館,千葉ZELVA,兵庫デルフィーノ,,上田日登,2,3,5,Lose,96,107,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Away
5,,荒木優,5,■,■,■,■,■,6,3,2,50.0,0.60,0,0,0,-,2,0.40,17,0,1,7,10.3,2,2.0,0.0,100.0,702,2016-11-05,2016,11,05,,須坂市市民体育館,千葉ZELVA,兵庫デルフィーノ,,上田日登,2,3,5,Lose,96,107,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Away
6,L,古家康隆,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,702,2016-11-05,2016,11,05,,須坂市市民体育館,千葉ZELVA,兵庫デルフィーノ,,上田日登,2,3,5,Lose,96,107,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Away
7,,齋藤貴紀,3,,□,,□,■,2,0,0,0.0,-,0,0,0,-,1,0.33,3,0,0,2,16.7,0,0.0,0.0,-,702,2016-11-05,2016,11,05,,須坂市市民体育館,千葉ZELVA,兵庫デルフィーノ,,上田日登,2,3,5,Lose,96,107,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Away
10,,吉岡佳徳,2,,,□,,□,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0.0,0.0,-,702,2016-11-05,2016,11,05,,須坂市市民体育館,千葉ZELVA,兵庫デルフィーノ,,上田日登,2,3,5,Lose,96,107,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Away
12,,大町和幸,5,■,■,■,■,■,54,17,3,31.5,3.40,5,1,1,20.0,0,-,12,0,2,2,4.2,7,6.0,0.0,85.7,702,2016-11-05,2016,11,05,,須坂市市民体育館,千葉ZELVA,兵庫デルフィーノ,,上田日登,2,3,5,Lose,96,107,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Away
13,,中野壮一朗,4,■,■,■,■,,7,2,1,28.6,0.50,0,0,0,-,1,0.25,16,0,3,5,7.8,1,1.0,0.0,100.0,702,2016-11-05,2016,11,05,,須坂市市民体育館,千葉ZELVA,兵庫デルフィーノ,,上田日登,2,3,5,Lose,96,107,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Away
18,,上田日登,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,702,2016-11-05,2016,11,05,,須坂市市民体育館,千葉ZELVA,兵庫デルフィーノ,,上田日登,2,3,5,Lose,96,107,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Away
21,L,冷水亮,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,29,20.0,0.0,69.0,702,2016-11-05,2016,11,05,,須坂市市民体育館,千葉ZELVA,兵庫デルフィーノ,,上田日登,2,3,5,Lose,96,107,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Away
29,,大井手脩輔,5,■,■,■,■,■,33,11,2,33.3,2.20,0,0,0,-,0,-,15,2,5,4,18.7,23,18.0,0.0,78.3,702,2016-11-05,2016,11,05,,須坂市市民体育館,千葉ZELVA,兵庫デルフィーノ,,上田日登,2,3,5,Lose,96,107,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Away
30,,市川一樹,5,■,■,■,■,■,32,11,6,34.4,2.20,3,1,0,33.3,3,0.60,16,0,2,6,9.4,26,15.0,0.0,57.7,702,2016-11-05,2016,11,05,,須坂市市民体育館,千葉ZELVA,兵庫デルフィーノ,,上田日登,2,3,5,Lose,96,107,105,12:00,13:57,440,小柴滋,木下智宏,林康彦,上野貴充,Away
1,,渡邉稜,4,■,■,■,■,,15,6,1,40.0,1.50,0,0,0,-,1,0.25,11,0,2,3,6.8,0,0.0,0.0,-,703,2016-11-05,2016,11,05,,須坂市市民体育館,長野GaRons,きんでんトリニティーブリッツ,北沢健,山崎幸一郎,1,3,4,Lose,86,96,94,15:15,16:58,700,田上恵吾,赤川孝義,待井広光,樋口裕晃,Home
3,,高野和弥,4,■,■,■,■,,13,7,1,53.8,1.75,0,0,0,-,2,0.50,10,0,1,1,2.5,4,3.0,0.0,75.0,703,2016-11-05,2016,11,05,,須坂市市民体育館,長野GaRons,きんでんトリニティーブリッツ,北沢健,山崎幸一郎,1,3,4,Lose,86,96,94,15:15,16:58,700,田上恵吾,赤川孝義,待井広光,樋口裕晃,Home
5,L,夏目真吾,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,21,15.0,0.0,71.4,703,2016-11-05,2016,11,05,,須坂市市民体育館,長野GaRons,きんでんトリニティーブリッツ,北沢健,山崎幸一郎,1,3,4,Lose,86,96,94,15:15,16:58,700,田上恵吾,赤川孝義,待井広光,樋口裕晃,Home
6,,浅岡一志,4,■,■,■,■,,30,9,5,30.0,2.25,11,3,4,27.3,0,-,13,0,4,1,1.9,0,0.0,0.0,-,703,2016-11-05,2016,11,05,,須坂市市民体育館,長野GaRons,きんでんトリニティーブリッツ,北沢健,山崎幸一郎,1,3,4,Lose,86,96,94,15:15,16:58,700,田上恵吾,赤川孝義,待井広光,樋口裕晃,Home
7,,清水一生,4,■,■,■,■,,23,8,1,34.8,2.00,0,0,0,-,3,0.75,18,0,6,6,8.3,21,10.0,0.0,47.6,703,2016-11-05,2016,11,05,,須坂市市民体育館,長野GaRons,きんでんトリニティーブリッツ,北沢健,山崎幸一郎,1,3,4,Lose,86,96,94,15:15,16:58,700,田上恵吾,赤川孝義,待井広光,樋口裕晃,Home
