試合日,年月,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2022-04-09,2022-04,トヨタ自動車サンホークス,アイシンティルマーレ,0,3,0,1,,西村駿佑,3,■,■,■,nan,nan,35,12,4,34.3,22.9,4.00,6,2,0,33.3,1,0.33,10,0,1,1,0.0,32,12,11,54.7,13
2022-04-09,2022-04,トヨタ自動車サンホークス,アイシンティルマーレ,0,3,0,2,,渕江陵友,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-09,2022-04,トヨタ自動車サンホークス,アイシンティルマーレ,0,3,0,3,,浅川成也,3,■,□,■,nan,nan,12,3,1,25.0,16.7,1.00,1,0,0,0.0,0,-,6,0,0,0,0.0,6,0,4,33.3,3
2022-04-09,2022-04,トヨタ自動車サンホークス,アイシンティルマーレ,0,3,0,4,,皆川昂太,3,■,■,■,nan,nan,10,3,2,30.0,10.0,1.00,0,0,0,-,2,0.67,8,0,0,3,9.4,1,0,0,0.0,5
2022-04-09,2022-04,トヨタ自動車サンホークス,アイシンティルマーレ,0,3,0,6,,橋爪ユウキ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-09,2022-04,トヨタ自動車サンホークス,アイシンティルマーレ,0,3,0,8,,山岡龍司,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,10,0,2,1,-2.5,0,0,0,-,0
2022-04-09,2022-04,トヨタ自動車サンホークス,アイシンティルマーレ,0,3,0,9,,平野太一,3,■,■,■,nan,nan,6,0,1,0.0,-16.7,-,0,0,0,-,0,-,7,0,0,1,3.6,0,0,0,-,0
2022-04-09,2022-04,トヨタ自動車サンホークス,アイシンティルマーレ,0,3,0,11,L,福島孝輝,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,4,5,54.2,0
2022-04-09,2022-04,トヨタ自動車サンホークス,アイシンティルマーレ,0,3,0,12,,石黒拓未,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-09,2022-04,トヨタ自動車サンホークス,アイシンティルマーレ,0,3,0,14,,田中一希,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-09,2022-04,トヨタ自動車サンホークス,アイシンティルマーレ,0,3,0,15,,坂本凱,2,nan,■,■,nan,nan,14,4,0,28.6,28.6,2.00,0,0,0,-,0,-,7,0,0,4,14.3,7,2,2,42.9,4
2022-04-09,2022-04,トヨタ自動車サンホークス,アイシンティルマーレ,0,3,0,16,,吉岡衛,2,■,■,nan,nan,nan,16,5,2,31.2,18.8,2.50,3,1,1,33.3,0,-,4,0,1,0,-6.2,0,0,0,-,5
2022-04-09,2022-04,トヨタ自動車サンホークス,アイシンティルマーレ,0,3,0,22,,神代優司,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2022-04-09,2022-04,アイシンティルマーレ,トヨタ自動車サンホークス,3,0,1,1,,滝沢優樹,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0
2022-04-09,2022-04,アイシンティルマーレ,トヨタ自動車サンホークス,3,0,1,3,,水野将司,3,■,■,■,nan,nan,7,5,0,71.4,71.4,1.67,0,0,0,-,2,0.67,10,0,0,0,0.0,1,0,1,50.0,7
2022-04-09,2022-04,アイシンティルマーレ,トヨタ自動車サンホークス,3,0,1,4,,斎藤総人,3,■,■,■,nan,nan,12,5,0,41.7,41.7,1.67,5,3,0,60.0,0,-,10,1,4,1,2.5,19,7,9,60.5,6
2022-04-09,2022-04,アイシンティルマーレ,トヨタ自動車サンホークス,3,0,1,5,,井澤大輔,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-09,2022-04,アイシンティルマーレ,トヨタ自動車サンホークス,3,0,1,6,,新保遥己,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-09,2022-04,アイシンティルマーレ,トヨタ自動車サンホークス,3,0,1,7,,久保下航平,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,16,0,3,7,6.2,0,0,0,-,1
2022-04-09,2022-04,アイシンティルマーレ,トヨタ自動車サンホークス,3,0,1,8,L,安田剛,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-09,2022-04,アイシンティルマーレ,トヨタ自動車サンホークス,3,0,1,9,,佐々木優汰,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-09,2022-04,アイシンティルマーレ,トヨタ自動車サンホークス,3,0,1,10,L,鈴木康平,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,6,4,72.7,0
2022-04-09,2022-04,アイシンティルマーレ,トヨタ自動車サンホークス,3,0,1,15,,杉本峻作,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
